Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
A model for intangible assets management as a catalyst for product-service innovation in manufacturing,"Product-service (P-S) bundles in manufacturing are becoming more and more pervasive in literature and practice. Consequently, the capability of managing and exploiting the intangible part in alignment with the tangible part of the P-S bundle has become essential. However, only a paucity of tools is available to practitioners. Therefore the aim of this paper is to help single manufacturing enterprises and networked ones to manage and exploit their tangible and intangible assets by proposing a dynamic P-S management model on an enterprise and network level. By linking key intangible assets with key business activities and the needed resources to perform them, three management models based on business models will be conceptualized: a) for classical manufacturing enterprises that are mainly product oriented, b) for those that have a Product+Service strategy and c) for those that have a Product2Service strategy.",Opresnik D.; Zanetti C.; Wiesner S.; Taisch M.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Politecnico di Milano;BIBA - Bremer Institut für Produktion und Logistik GmbH,business model ;  intangible assets ;  management ;  Product-service system ;  servitization
Industry-wide technology roadmapping in double unknown - The case of the semiconductor industry,"Many companies face today a dilemma of double unknown when deciding where to put their research dollars: ignorance of which one among many possible technologies is most likely to emerge and similar ignorance of which one among many possible applications will most likely be a driver for the technology. Generic technologies are widely recognized to be beneficial for various market applications ([Bresnahan, Trajtenberg, 1995]; [Maine, Garsney, 2006]) and recent research results show that double unknown can lead companies to organize design activity to develop generic technologies suitable for several emerging markets application [Kokshagina, et al. 2012a]. However, the investigations so far focused on the level of the individual firm, while a double unknown situation is typically characterizing an industrial sector as a whole. This is in particular the case of the semiconductor industry: While the International Technology Roadmap for Semiconductors (ITRS) primary focus has been and still is the continuation of Moore's law, it introduced recently the More than Moore concept, to account for technologies which do not necessarily follow the CMOS miniaturization trends, and represent a growing part of the total silicon-based semiconductor market. The sheer diversity of both those technologies and their potential applications renders a roadmapping exercise very challenging. Nevertheless, given the benefits that roadmapping has brought to the semiconductor industry, the International Roadmap Committee (IRC) of the ITRS has decided to extend its activities to this new field. Which strategies do the ITRS experts implement to select which technologies to roadmap and which applications to target in double unknown? In this paper, we show that to design roadmaps for More than Moore technologies, the ITRS experts apply a strategy of common unknown [Kokshagina, et al. 2012a], along with additional community building activities specific to the situation of inter-firm collaboration.",Cogez P.; Kokshagina O.; Le Masson P.; Weil B.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,"STMicroelectronics SA, France;Mines Paris - PSL",double unknown ;  innovation ;  Roadmap ;  semiconductor ;  technology
A fourfold typology of living labs: An empirical investigation amongst the ENoLL community,"Living Labs can be seen as a means to structure user involvement in innovation processes. However, in this rather young research domain, there is no consensus yet regarding supporting theories and frameworks. This has resulted in a wide variety of projects and approaches being called 'Living Labs', which leaves a clear conceptualization and definition a task in progress. Within this research paper we propose a fourfold categorization of Living Labs based on a literature review and validated by an empirical investigation of the characteristics of 64 ICT Living Labs from the European Network of Living Labs (ENoLL). The four types are Living Labs for collaboration and knowledge support activities, original 'American' Living Labs, Living Labs as extension to testbeds and Living Labs that support context research and co-creation with users.",Schuurman D.; Mahr D.; De Marez L.; Ballon P.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Universiteit Gent;Vrije Universiteit Brussel;Universiteit Maastricht,Co-creation ;  Living Labs ;  Open innovation ;  User involvement
A model to guide organizational adaptation,"Successful organizations anticipate the need to change. They do so with minimal effort and a focus on improving outcomes. This paper describes a systems-based approach by which organizations can become more adaptive and thus more agile, proactive, and innovative. The key idea is the alignment of vision and strategy, culture and beliefs, processes, plans, people, and desired outcomes. Such organizations have senior leadership that consistently and effectively communicate the vision and strategy (i.e., why the organization does what it does). The organization has a shared set of beliefs about why the vision and strategy are important. The organizational culture embraces innovative thought rather than rejecting such behavior. The resultant model is a codification of best practices based on a thorough review of the innovation, strategic management, leadership, and adaptive organization literature. The model was applied successfully in the transformation of a large, applied research organization.",Cross S.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Georgia Institute of Technology,Adaptation ;  alignment ;  culture change ;  transformation
Achieving cleaner production in SMEs batik toward innovation in production process,"This study aims to analysis and identify some options of innovation in the process of making batik in order to implement the concept of cleaner production by presenting the result-type of research of one Small Medium Enterprise (SMEs) Batik which is located in the Pekalongan. Based on the types and the amount of waste generated at each stage, this study proposes a set of alternative of innovation for the implementation of cleaner production in the process of making batik, namely recycle the collected wet wax from pelorodan process, reuse the wastewater from the dyeing process, reuse the droplets of wax from the process stamping, reuse the water from pelorodan process as long as 3 days before disposal, reuse the water from washing and flushing process as long as 2 days before disposal, and reduce the use of synthetic dyes with natural dyes. Unless the last alternative, all alternatives of innovation which were proposed in this study could give positive net benefit to the enterprise.",Susanty A.; Puspitasari D.; Rinawati D.; Monika T.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Universitas Diponegoro,Cleaner production ;  innovation ;  recycle ;  reduction ;  reuse ;  SMEs Batik
Fostering serendipity in online information systems,"Serendipity, the process of making fortunate discoveries for which someone was not looking for, plays a critical role in leveraging creativity and innovation. In this paper we propose a framework for facilitating serendipity in web information systems. We focus on three main technological areas which use the World Wide Web as a space for information seeking and knowledge creation: search, browse (navigation) and recommender systems. We argue that there are five factors that, individually and jointly, facilitate serendipity: novelty (or unexpectedness); diversity; personalization; visualization; and social collaboration. The paper reviews methods and techniques for each factor in each of the three technological areas and argues for a research agenda that addresses them in an effort to foster surprising discoveries and creative insights in the online world.",Taramigkou M.; Bothos E.; Apostolou D.; Mentzas G.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,University of Piraeus;National Technical University of Athens (NTUA),browsing ;  creativity ;  recommendations ;  search ;  serendipity
Technological support for managing collaborative innovation projects in SME networks,"For small and medium-sized enterprises, a collaboration with partners is one of the key success factors for staying competitive in dynamic, globalised markets. Within flexible networks, they combine resources and competences, and they share risks to conjointly develop innovative products and services. However, it is an imminent challenge for concerned enterprises to successfully manage such collaborative developments. Even though common obstacles and theoretical ways of overcoming them are well covered in fundamental research and best practices from the industry show the tremendous success of collaborative innovation, still many projects lack effectiveness and efficiency. Based on a collaboration model, which describes the structural and procedural foundation for innovation in networks, this paper presents concepts and early prototypes for easily applicable instruments. The artifacts significantly facilitate planning, execution, and control of collaborative innovation processes by proving rule-based integration, structuring, and visualizing means for documented knowledge in networks.",Matheis H.; Lau A.; Hirsch M.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,DITF Denkendorf,collaborative innovation ;  diverse teams ;  innovation method ;  SME networks ;  technological support
Visualizing the evolution of bioinformatics: Chronological networks created by textual analysis of intelligent systems for molecular biology 1998-2006,"This study aimed to uncover the evolutionary processes behind the developments in the field of bioinformatics by analyzing prestigious conference presentations reflecting the prominent research in the field. Bioinformatics was selected as a representative interdisciplinary research field. Textual analyses on the abstracts of proceedings papers produced chronological networks of conference sessions. In those networks, divergent session nodes corresponded to practical papers that proposed fundamental technologies promoting new research. Convergent session nodes corresponded to papers that combined various theories and methodologies proposed in the past. The convergent session nodes play a significant role in innovation, which brings together complementary knowledge derived from different backgrounds. A joint chronological network shows a differentiation between pure scientific research and applied research, contributed to the benefit of the general public. These findings were obtained by assessing the chronological networks that reflect future perspectives on session titles in scholarly communities.",Furukawa T.; Okuwada K.; Hayashi K.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Japan Science and Technology Agency;Japan Advanced Institute of Science and Technology;National Institute of Science and Technology Policy,Bioinformatics ;  Conference session ;  Evolutionary process ;  Textual analysis ;  Visualization
"Information flows and risk management in innovation-driven, collaborative ventures","Risk management intertwines with information exchange in any collaborative venture. We consider four aspects of risk management (standard, compliance, security and disaster/catastrophe) with very different types of handlers, and often with different teams being responsible. Comprehensive assurance requires satisfaction of the criteria for each aspect, but each has its own perspective and knowledge base, and these are not always well-aligned or easily integrated. Creating a comprehensive risk management plan requires correlation of these aspects, and we therefore examine the information flows needed between their handlers and their respective teams. We then analyze the interaction of information flows and risk analysis in collaborative projects involving innovation, knowledge-rich environments, and knowledge-generating products such as software-intensive systems. In particular, we focus on inter-organizational ventures, in which organizational interests and perspectives form another obstacle to effective risk management, and consider other impacts on collaboration.",Marlowe T.; Kirova V.; Jastroch N.; Ku C.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Nokia Corporation;Seton Hall University;William Paterson University;MET Communications,collaborative software development ;  information flow ;  Knowledge management ;  risk management
An empirical investigation of living lab ageing care innovations adoption in Chinese healthcare industry,"Living Lab is an emerging user-driven open innovation approach. Although innovation adoption has been an active research area for quite a long time, it seems that little empirical studies have been done on the Living Lab innovation adoption research. In this paper, we present empirical results from a study of Living Lab ageing care innovations adoption in Chinese healthcare industry. Our empirical findings from analyses of a survey data suggest that partners' readiness and government support are two major determinant of adoption. Security, cost and usefulness were also found to have a strong effect on the adoption intention. Given the rapid development of Living Lab innovations in healthcare areas, our findings have both practical implications to Living Lab innovations practitioners and theoretical implications to innovation adoption.",Tang T.; Hamalainen M.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Aalto University,ageing care ;  healthcare ;  Innovation adoption ;  Living Lab
Scanning the technological environment for supporting radical innovation: A case from the Italian machinery industry,"Technology intelligence is becoming increasingly relevant in this economic crisis, as a managerial process that stimulates and supports radical innovation and the creation of new business. Technology scanning, i.e. learning about any technological development which could have an impact on the future (Mortara et al., 2008) is probably the most difficult type of technology intelligence process. At the moment, the literature on technology intelligence does not yet provide a model for technology scanning aimed at supporting radical innovation. The paper aims at filling this gap and proposes a theoretical model for technology scanning. The model is then applied and tested in an Italian company operating in the industrial machinery industry, in the context of radical innovation. The results of the application allows to discuss the applicability and generalization of the model, and give some suggestions for future research on the topic.",Manzini R.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Università Carlo Cattaneo,machinery industry ;  open innovation ;  radical innovation ;  Technology intelligence ;  technology scanning
Education for responsible technology transfer in Kenya: Towards a conceptual underpinning for HE in the development of the Jua Kali sector,"Creativity and innovation, fundamental elements upon which Kenya's economy is expected to grow, are embedded in Kenya Vision 2030, the country's blue print for economic growth and industrialisation. Though expected to play a role in this process, the production oriented informal sector employs a large number of semiskilled artisans that have little formal education. Calls for empowering and capacitating the informal sector have led to the problematisation of the creative and cultural industry, but the Jua Kali sector has not had direct mention in terms of quality addition for its creative and production enterprises. This paper presents a response to the challenges of technological education, highlighting various government policy initiatives and the special role that higher education can play in responsible skills and technology transfer. Using the Technical University of Kenya (TU-K) as a case, the proposed intervention may be suitable for similar institutions of technology in Kenya and elsewhere.",Akuno E.; Kidenda M.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Technical University of Kenya,Jua Kali ;  policy ;  Technology ;  training
Agents and rules for the negotiation of interoperability solutions,"Competitiveness in the specialised and diversified global markets keeps pushing enterprises to abandon their traditional product centrism and instead concentrate their efforts in very narrow specialisation fields, relying on networks of other providers that are able to fulfil their needs towards the development of complete solutions. In that vision, given the heterogeneity of the globalised collaborations and the constant demand for change, innovation, and compliance to more exigent rules, it becomes very difficult for enterprises to cope with the pace of change. This paper proposes the implementation of a framework based on agents and rules to achieve solid and stable integration of solutions, via the use of a strong and formal negotiation mechanism. This negotiation will be the basis for increasing the enterprise interoperability in the supply chain for the development of solutions.",Santos T.; Coutinho C.; Cretan A.; Jardim-Goncalves R.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Universitatea Nicolae Titulescu;Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa;Instituto de Desenvolvimento de Novas Tecnologias,Agents ;  Interoperability ;  Negotiation ;  Rules engine
In-/tangible assets as a service in manufacturing service ecosystems,"To compete in dynamic, globalized markets manufacturers shift from product-centric to service-oriented engineering paradigms and join forces in Manufacturing Service Ecosystems. They combine technological competences, knowledge about materials, as well as production capabilities in order to offer innovative product-services to existing or emerging markets. Even though best practices as well as scientific reports proof huge advances in concurrent engineering and collaborative innovation, recent studies show economic necessity for increasing effectiveness and efficiency of managing in-/tangible assets in manufacturing ecosystems. By taking advantage of formal semantics, the virtualization method outlined in this paper allows for transforming real-world in-/tangible assets into In-/Tangible Assets as a Service. Evaluation within four industrial use cases demonstrates that In-/Tangible Assets as a Service significantly facilitate identification, communication, and finally composition of in-/tangible assets in Manufacturing Service Ecosystem and thus empower its members to deploy highly innovative product-services to the market.",Hirsch M.; Opresnik D.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Politecnico di Milano;Centre for Management Research,In-/Tangible Asset as a Service ;  Manufacturing Service Ecosystem ;  Service-Orientation ;  Virtualization
A collaborative business model in hi-tech environments which incorporate the knowledge triangle initiative,"The purpose of this paper is to propose a collaborative business model of measuring business excellence (MBE) by applying principles of Network Management and Systems Thinking. The proposed model is defined by the interaction of system variables giving the opportunity of a reliable and fair score as well as objective decision-making with regard to the areas that are susceptible of continuous improvement. Such a model is referred to be applicable in ecosystems which run the Knowledge Triangle initiative driven by EIT (E.U. initiative to re-address innovation boost which is mainly hosted by the European Institute of Innovation and Technology, in Europe).",Mavroeidis V.; Koubias S.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,University of Patras,Business Excellence Models ;  Collaboration Networks ;  Knowledge Triangle ;  Performance Management ;  Total Quality Management
A structured team building method for collaborative crowdsourcing,"The traditional crowdsourcing approach consists in open calls that give the access to a worldwide crowd potentially able to solve particular problems or perform small tasks. However, over the years crowdsourcing platforms have started to select narrower groups of skilled solvers basing on their expertise, in order to ensure quality and effectiveness of the final result. As a consequence, the selection and allocation of the most appropriate team for the resolution of different types of problems have become a critical process. The present research aims to highlight the main variables to assess solvers capabilities and provides a skills-based methodology for advanced team building in collaborative crowdsourcing contexts. The method focuses on selecting the most suitable team to face a determined problem as well as on tracking the evolution of individuals skills over the performed challenges. A case study conducted within a self-developed platform is proposed to support the description.",Tazzini G.; Montelisciani G.; Gabelloni D.; Paganucci S.; Fantoni G.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,Università di Pisa,Collaborative Environments ;  Crowdsourcing ;  Open Innovation ;  Team Building
"Innovative system to determine hidden cost of poor quality to enhance labor productivity and profitability for construction entrepreneurs, a case study","Cost of Poor Quality (COPQ) would not have been expended if the job is done right the first time. Some researchers claim that COPQ ranging between 22 to 32% of total revenues remains hidden and project managers fail to initiate corrective actions. COPQ is an un-necessary burden; it reduces productivity and profitability. Therefore, an innovative system is required to identify and measure COPQ at construction projects to initiate prompt corrective actions. The researchers innovated a COPQ system and tested on a public sector construction project to find its effectiveness in reducing COPQ and enhancing labor productivity and profitability. After the sixty-days study project the COPQ reduced from 40.43% to 16.65%, labor productivity improved by 16.88% and profitability increased by 10.45%. This study validated the COPQ system for use on construction projects to bring continuous improvement in labor productivity and profitability of construction companies.",Mahmood S.; Shahrukh.; Ishaque A.,Conference Proceeding,"2013 International Conference on Engineering, Technology and Innovation, ICE 2013 and IEEE International Technology Management Conference, ITMC 2013",2015-12-10,University of Engineering and Technology Taxila,Construction Industry ;  Cost of Poor Quality ;  Innovation ;  Productivity ;  Profitability
