Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Requirements Engineering as Innovation Journalism: A Research Preview,"The successful launch of an innovation project depends on an attractive vision and how well the vision is supported by the complementary capabilities of the consortium partners that want to cooperate to realize the vision. Alas, for an innovator the search for the right partners and visions can be lengthy and difficult. Even though the analysis of context and problem, the identification of stakeholders, the analysis of stakeholder goals and techno-logical capabilities, and the definition of requirements belong to the cornerstones of requirements engineering, this requirements engineering problem has hardly been explored so far. In an attempt to avoid re-invention of well-tried solutions, we discovered journalism as a discipline that, as a rich body of methodical knowledge, may act as a source for the guidance of how a requirements engineer may support the launch of innovation projects. In the role of a journalist, the requirements engineer makes partners and their capabilities visible and thereby allows the parties to identify each other and meet. The transparency that develops between the parties becomes an instrument for consortia to emerge and to eventually answer calls for innovation with appropriate visions for innovation projects. This paper introduces the problem of initiating innovation projects and describes the potential role of journalism as a metaphor for addressing the problem. The paper also describes our plans in designing an innovation journalism approach that we hope will enable requirements engineers to increase innovation potential and ease the launch of projects that bring about these innovations.",Fricker S.; Wallmüller E.; Paschen I.,Conference Proceeding,"Proceedings - 2016 IEEE 24th International Requirements Engineering Conference, RE 2016",2016-12-02,Zuhlke Engineering AG;Blekinge Tekniska Högskola;Fachhochschule Nordwestschweiz FHNW;Qualitat and Informatik,design sciences research ;  innovation ;  journalism ;  stakeholder discovery ;  vision-building
ResDevOps: A Software Engineering Framework for Achieving Long-Lasting Complex Systems,"The development of high quality complex software systems and quick time-to-market with full customer satisfaction often appear as two competing forces. Many industry efforts have been directed towards agile methodologies completed with the DevOps approach, whereas traditional requirements engineering with much documentation, is considered surpassed. The aim is to obtain a longer life software because it suddenly responds to the customers changing requirements from which it receives continuous input. This might create a serious cost implication and a real risk to lose system requirements control. In this paper, we propose a framework able to govern the complexity of the system requirements and to allow the embedding, occasionally, of technological innovations into the overall system. ResDevOps joins the value of the agile world with DevOps, with the additional value deriving from an unceasing parallel innovation management process, which we call ResDevs. ResDevOps includes a continuous research and innovation process, which provides an asynchronous, additional input to the agile process inside a chain of concurrent engineering collaboration. This is a suitable trade-off to maintain modern IT Systems live for a longer time, with many consequent advantages for both total investment and system quality. The practical use of the ResDevOps approach is shown by means of a case study.",Furfaro A.; Gallo T.; Garro A.; Saccà D.; Tundis A.,Conference Proceeding,"Proceedings - 2016 IEEE 24th International Requirements Engineering Conference, RE 2016",2016-12-02,Università della Calabria;OKT Srl;Herzum Software Solution Center - Srl,Concurrent Software Engineering ;  Enterprise Information Systems ;  Goal-Oriented Methodologies ;  Requirements Engineering ;  Software Development Methodologies
"Corrigendum: “Cloud-based multi-agent architecture for effective planning and scheduling of distributed manufacturing(International Journal of Production Research, (2016), (10.1080/00207543.2016.1165359))","The original manuscript was submitted with incorrect authorship and the fifth author was erroneously omitted from the article. This has now been corrected in both the print and online versions as below: Nishikant Mishraa*, Akshit Singha, Sushma Kumarib, Kannan Govindanc and Syed Imran Alid aNorwich Business School, University of East Anglia, Norwich, UK;b Sussex Business School, University of Sussex, Sussex, UK;c Center for Engineering Operations Management, Department of Technology and Innovation, University of Southern Denmark, Denmark;dSchool of Management and Business, Aberystwyth University, UK.",,Journal,International Journal of Production Research,2016-12-01,,
Robot development project with human- and eco-friendly smart materials,"The social need for robotic technology is rapidly increasing to prepare for the aging society in Japan. Many political action plans concerning Japan’s robot strategy have been proposed and carried out nationwide. This project focused on the social implementation of life support robots and developing corresponding robotic technology. The project’s participants were mainly selected from four laboratories in the department of Mechanical Engineering of Kanagawa University. In addition to robotic technology, there was participation and collaboration in this project from several specialized fields of mechanical engineering, such as material properties, material development, and mechanical vibration. Developing academia–industry–government collaboration was another key project aim. Prior to this project, joint research on dynamics and design concerning mechanical vibration and noise has been undertaken since 2011 by Kanagawa University and Kanagawa Industrial Technology Center. Based on this experience in project-based research, we extended our collaborative research, and the joint research project “Robot development project with human- and eco-friendly smart materials” started in April 2012 and ended in March 2014. In this paper, we report the research activities and results for this collaboration within the regional research community. First, we introduce the project planning. We discuss the relationship between the main theme of robotic technology and the subthemes, determined by the expertise of the members. We considered the safety and reliability of robotic technology in addition to developing materials and robot mechanics. In particular, we decided to pursue participation from fields that do not always engage directly with robotic technology. Second, we outline how we determined the subthemes of the project and we examine the contribution of each subtheme to the results of the main project. Moreover, we discuss our future development work. Finally, as a first step to implementing robotic technology in the regional social system, we report a recognition survey about the practical use and materials of robots that was performed among small and medium-sized enterprises related to robotic technology in the Kanagawa area. Through the survey, we improved the development and direction of the project. Furthermore, the exhibition “Robot Innovation 2012” held in the Tokyo International Exhibition Center communicated our project results to the public.",Itoh Y.; Yamazaki T.; Lim H.; Takemura K.,Journal,ROBOMECH Journal,2016-12-01,Kanagawa Institute of Industrial Science and Technology;Kanagawa University,Academia–industry–government collaboration ;  Human- and eco-friendly ;  Material properties ;  Mechanical vibration ;  Robot impact reduction system ;  Smart ;  Social activities
Advances in Bio-inspired Tribology for Engineering Applications,"Bio-inspired tribology is an interdisciplinary field of science where scientists and engineers seek to investigate and incorporate tribological properties encountered in biological beings into engineering applications. In this paper, bio-inspired tribological research that are speculated to have a huge impact on tribological applications have been reviewed. These research involve (1) investigations related to replication of lubricin found in synovial fluids of mammalian joints which have super-low friction values that can be utilized in IC engines, (2) surface replication concerning to superhydrophobic properties of gecko skin which is seen to have anti-wetting and self-cleaning properties, (3) friction-reducing shark skin through specialized nanoparticle coatings that is seen to give a different perspective on surface texturing, (4) new techniques, such as soft lithography to replicate surfaces of lotus leaf and air lubrication phenomenon inspired by emperor penguins that is being applied to propel boats, ships, and torpedoes faster by reducing skin friction underwater. Further, an investigation in self-healing materials inspired from pitcher plant that has led to the innovation of self-healing and slippery liquid-infused porous surfaces has been discussed. These research works reviewed not only provide a deep insight into the current advances in bio-inspired tribology but also helps understand the plausibility of the research applications in the future and the practicality of innovations possible.",Siddaiah A.; Menezes P.,Journal,Journal of Bio- and Tribo-Corrosion,2016-12-01,College of Engineering,Air lubrication ;  Bio-mimetic tribology ;  Boundary lubrication ;  Hydrogels ;  Skin friction ;  Super-hydrophobicity
"SYNBIOCHEM Synthetic Biology Research Centre, Manchester – A UK foundry for fine and speciality chemicals production","The UK Synthetic Biology Research Centre, SYNBIOCHEM, hosted by the Manchester Institute of Biotechnology at the University of Manchester is delivering innovative technology platforms to facilitate the predictable engineering of microbial bio-factories for fine and speciality chemicals production. We provide an overview of our foundry activities that are being applied to grand challenge projects to deliver innovation in bio-based chemicals production for industrial biotechnology.",Le Feuvre L.; Carbonell C.; Currin C.; Dunstan D.; Fellows F.; AJ J.; NJW R.; CJ R.; Swainston S.; Vinaixa V.; Williams W.; Yan Y.; Barran B.; Breitling B.; GG C.; JL F.; Goble G.; Goodacre G.; DB K.; Micklefield M.; NS S.; Shapira S.; Takano T.; NJ T.,Journal,Synthetic and Systems Biotechnology,2016-12-01,Alliance Manchester Business School;The University of Manchester,
Synthetic biology in the UK – An outline of plans and progress,"Synthetic biology is capable of delivering new solutions to key challenges spanning the bioeconomy, both nationally and internationally. Recognising this significant potential and the associated need to facilitate its translation and commercialisation the UK government commissioned the production of a national Synthetic Biology Roadmap in 2011, and subsequently provided crucial support to assist its implementation. Critical infrastructural investments have been made, and important strides made towards the development of an effectively connected community of practitioners and interest groups. A number of Synthetic Biology Research Centres, DNA Synthesis Foundries, a Centre for Doctoral Training, and an Innovation Knowledge Centre have been established, creating a nationally distributed and integrated network of complementary facilities and expertise. The UK Synthetic Biology Leadership Council published a UK Synthetic Biology Strategic Plan in 2016, increasing focus on the processes of translation and commercialisation. Over 50 start-ups, SMEs and larger companies are actively engaged in synthetic biology in the UK, and inward investments are starting to flow. Together these initiatives provide an important foundation for stimulating innovation, actively contributing to international research and development partnerships, and helping deliver useful benefits from synthetic biology in response to local and global needs and challenges.",Clarke L.; Kitney R.,Journal,Synthetic and Systems Biotechnology,2016-12-01,Imperial College London;The University of Manchester;BionerG;UK Synthetic Biology Leadership Council;EPSRC National Centre for Synthetic Biology and Innovation,Biodesign ;  Bioeconomy ;  Engineering biology ;  Innovation and Knowledge Centre (IKC) ;  Responsible Research and Innovation (RRI) ;  Roadmap ;  Synthetic biology ;  Synthetic Biology Leadership Council (SBLC)
Information Technology and Public Health: Possibilities for Innovation through Interdisciplinary Actions,"The new technologies of information and communication permeate our daily lives in various contexts. This reality allows us to reflect on the use of technology as a mechanism for the development of innovative solutions to various problems affecting society. In this sense, this work presents some tools that contribute to the solution of a serious public health problem, common in tropical countries: the monitoring of breeding sites of the Aedes aegypti mosquito larvae, vector of diseases such as dengue, Zika virus, yellow fever and Chikungunya fever. In its larval stage, this mosquito uses containers with stagnant water as breeding sites. The localization and elimination of breeding sites, together with the guidance to the population, is an effective way to combat mosquitoes and reduce the number of cases of infected individuals. To do so, it was developed and made available to the population in general, a set of technological tools, based on ""apps"" for smartphones, through which anyone can indicate breeding sites of mosquito larvae. In addition to an app for the geographic markup of breeding sites, there is also another app and a website that allows everyone to view the marked sites, making it possible to build a geographic representation for the distribution of Aedes larvae breeding sites. In a pilot test, it was possible to verify that the use of new technologies in controlling and monitoring of insects that are considered vectors of diseases is significantly efficient. It was generated a considerable volume of information that enables the development of control strategies and actions to combat the vector in question by the competent authorities. Also, this pilot test involved a large number of persons: undergraduate students and teachers from information technology and health areas, public professionals that are responsible for epidemiological monitoring and the population in general. Indirectly, the implementation of these technological tools promoted the interdisciplinary integration among teachers and students in the areas of information technology and public health in a Brazilian university. Similarly, the project also integrated university, population and the government around the purpose of controlling the advancement of diseases that have caused severe negative impacts on society. It was concluded that the rational use of new technologies, pointing towards solving problems that affect society, is able to provide innovative solutions, promoting the construction of interdisciplinary actions in education, integrating different areas of knowledge and these with competent agencies and society in general.",Camargo J.; Camargo E.; Veraszto E.; Barreto G.; Aceti P.; Junior A.,Conference Proceeding,Procedia Computer Science,2016-12-01,Universidade Estadual de Campinas;Universidade Federal de São Carlos;Centro Regional Universitario de E. S. Do Pinhal (UNIPINHAL),Environmental monitoring ;  Interdisciplinary research ;  System design
Analysis of status and strategy for the patent standardization in the railway engineering construction industry,"Research purposes: With the rapid development of science and technology and the acceleration of the economic globalization process, enterprise competition has turn from product competition to the patent and standard competition. As the standard essential patents bearing the universality of the standard, the authority and the advanced nature of the standard, and even the monopoly and other characteristics, they have become new means for technology monopoly and competition in the market. Based on the analysis of the characteristics of the patent and standard in the railway construction industry, the paper puts forward the standardization strategy of railway industry patent, which is of great significance to the revision of standards in the railway construction engineering and plays a reference role in the implementation of ""going out strategy"". Research conclusions: (1) At present, the process of patent standardization in railway construction industry is slow and only a few standard essential patents exist. (2) To achieve patent standardization, is a necessary demand for the national strategy, the technological development and the economic value. (3) To promote the standardization of patents, it is necessary to build a comprehensive core patent pool basing on the innovative platform of the enterprise, the technological innovation and the industrial intellectual property alliance; and also strengthen the patent portfolio as the patent standardization a goal in order to promote the core patent into the enterprise standards or the group standards, and gradually into industry standards or national standards. (4) ""Technology-Patent-Standard"" integration strategy has a guiding significance for the construction of the railway construction industry in our country, and is of great significance for the development of China's innovation, transformation and upgrading of enterprises, as well as the national ""the Belt and Road Initiative"" strategy implementation.",Wang C.,Journal,Journal of Railway Engineering Society,2016-12-01,China Railway Siyuan Survey and Design Group Co. Ltd,Engineering construction ;  Innovation ;  Patent standardization ;  Railway
Innovative design of long-span steel truss arch bridge,"Research purposes: The second Hengqin Bridge is the longest-span highway steel truss arch bridge with the span of (100+400+100) m. The bridge is featured with novel appearance and advanced technology, which is concentrated on many disadvantageous factors of long-span, typhoon, earthquake and marine climate. The paper researches its span arrangement, earthquake resistance system, anticorrosion system and construction methods, to provide engineering experience and reference for the design of long-span steel truss arch bridge. Research conclusions: (1) Using steel-concrete mixed end portal pier, the side span of the bridge is shorten, the negative force of side bearing is eliminated, the whole bridge is located on straight line, the transition with the approach bridge is more smooth, which make the bridge more economical and more beautiful. (2) Viscous dampers are used in the main piers, and E-shaped steel dampers are used in side piers, to effectively improve the seismic performance of bridges. (3) The cold application zinc coatings system is first adopted in China, solving the problem of the long-term anti-corrosion of steel bridge. (4) The big-tonnage longitudinal movable supports with a temporary locking devices are developed, the construction method without tie bar is adopted for the first time to ensure navigation during the construction period.",Qu G.,Journal,Journal of Railway Engineering Society,2016-12-01,China Railway Siyuan Survey and Design Group Co. Ltd,Design ;  Innovation ;  Long-span ;  Steel truss arch bridge
Strategy of Research Institutes in Construction in Shaping the Research Area,"The model concept, as presented in this paper, is an original solution created by the author, and can be used as a proposal to build an innovative mechanism to increase the effectiveness of programming and implementation of the development policy, and improve the quality of functioning of a building research institute. The development management system included in this model is a set of actions targeting at the effective use of human and tangible resources, undertaken in a coordinated manner and leading to the achievement of previously established objectives. The market activity of building research institutes is directly or indirectly involved in construction projects, which translates into market mechanisms, such as innovation and competitiveness. In addition, it indicates the participation of a building research institute in the engineering of construction projects as a key to entrepreneurship and implementations.",Kruk M.,Journal,Archives of Civil Engineering,2016-12-01,Institut Techniki Budowlanej Warsaw,competitiveness ;  construction processes ;  development strategy ;  engineering construction projects ;  innovation ;  research institute
Evolution of machine reliability and life and economics of operational use,"The article presents new assumptions for reliability and life of machines, resulting from the development of technology. The innovative approach to reliability and life design as well as warranty duration planning is presented on an example of vehicle reliability characteristics. A new algorithm is proposed for the replacement of repairable objects costs by the price of life and reliability of new unrepairable ones. For the planning of the life of innovative machines, an effective method of technical progress rate determination is proposed. In conclusion, necessary modifications of machine and vehicle use systems, resulting from technology evolution and technical progress, are indicated. Finally, recommendations and directions of indispensable research in engineering and management of technical means of production are formulated.",Młynarski S.,Journal,Management and Production Engineering Review,2016-12-01,Politechnika Krakowska,economics ;  innovation ;  operational use ;  optimisation ;  reliability ;  service life ;  technological progress
Innovation for resilient coastal structures to reduce Tsunami disaster,"The Great East Japan Earthquake Tsunami on March 11, 2011, caused unprecedented damage mainly in northeast Japan. This paper introduces the characteristics of the tsunami and resultant damage. The mechanism of the breaching of coastal structures and the effect of surviving structures on damage reduction in land are discussed. Then, a two-level tsunami mitigation concept, proposed and adopted by a committee hosted by the Government for recovery and reconstruction, is introduced. Within this framework, coastal structures are required to be resilient to external forces exceeding the design level. Various technologies that have been developed based on experience and research after the tsunami are introduced.",Isobe M.,Journal,Journal of Disaster Research,2016-12-01,Kochi University of Technology,Great East Japan Earthquake Tsunami
How the industrial internet of things changes business models in different manufacturing industries,"The Industrial Internet of Things (IIoT) poses large impacts on business models (BM) of established manufacturing companies within several industries. Thus, this paper aims at analyzing the influence of the IIoT on these BMs with particular respect to differences and similarities dependent on varying industry sectors. For this purpose, we employ an exploratory multiple case study approach based on semi-structured expert interviews in 69 manufacturing companies from the five most important German industries. Owing the lack of previous research, our study contributes to the current state of management literature by revealing the following valuable insights with regard to industry-specific BM changes: The machine and plant engineering companies are mainly facing changing workforce qualifications, the electrical engineering and information and communication technology companies are particularly concerned with the importance of novel key partner networks, and automotive suppliers predominantly exploit IIoT-inherent benefits in terms of an increasing cost efficiency.",Arnold C.; Kiel D.; Voigt K.,Journal,International Journal of Innovation Management,2016-12-01,Friedrich-Alexander-Universität Erlangen-Nürnberg,business model ;  business model innovation ;  expert interviews ;  German industry sectors ;  Industrial Internet of Things ;  Industrie 4.0 ;  manufacturing companies ;  multiple case study ;  qualitative study
Organic Cocrystals: New Strategy for Molecular Collaborative Innovation,"Organic cocrystals that are composed of two or more components usually exhibit novel, unpredictable, and even unique properties rather than a simple combination of the properties of their components, such as white-light emission, ambipolar charge transport, nonlinear optics, and ferroelectricity. Since cocrystal engineering represents a novel strategy for synthesizing multifunctional materials, which opens the door for molecular collaborative innovation, it has aroused much attention in recent years. However, as it is also a relatively new research field, it is only in its early stages of development. In order to provide readers with an understanding of the future design of cocrystals for potential applications, a brief review of organic cocrystals is presented here, including an introduction to organic cocrystals as well as discussions of cocrystal preparation, methods and techniques of characterization, and multifunctional applications of cocrystals. Moreover, the outlook for further studies and applications of cocrystal engineering is considered.",Wang Y.; Zhu W.; Dong H.; Zhang X.; Li R.; Hu W.,Book Series,Topics in Current Chemistry,2016-12-01,Institute of Chemistry Chinese Academy of Sciences;Tianjin University,Cocrystals ;  Crystal engineering ;  Optoelectronics ;  Organic materials
Managing Interorganizational Innovation Projects: Mitigating the Negative Effects of Equivocality Through Knowledge Search Strategies,"Equivocality, or divergent interpretations and understandings of tasks and knowledge, has negative effects on performance because it increases conflicts and creates communication and coordination challenges in inter-organizational innovation projects. However, equivocality may also stimulate team members to discuss beliefs and interpretations in ways that provide improved understanding of knowledge and tasks. We theorize that mitigation of negative effects of equivocality on project performance is conditional on explorative or exploitative knowledge search mode. Exploitative search (increasing search depth) allows for rapid learning based on the partners’ existing knowledge, but it also limits a team's ability to interpret and combine diverse knowledge. Explorative search (increasing search breadth), on the other hand, allows for novel combinations of diverse knowledge and thereby alleviates the negative effect of equivocality on performance. Based on quantitative data from 251 respondents in 52 heavy-engineering innovation projects in four multinational corporations based in Sweden and from their 29 collaborating partner firms worldwide, we find that equivocality reduces project performance, but that joint explorative search mitigates the negative effect of equivocality on project performance. However, we do not find support for the moderation effect of exploitative search on the relationship between equivocality and project performance. Theoretical and managerial contributions as well as limitations and suggestions for future research are presented.",Eriksson P.; Patel P.; Sjödin D.; Frishammar J.; Parida V.,Journal,Long Range Planning,2016-12-01,,
