Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
"Government corruption, market segmentation and renewable energy technology innovation: Evidence from China","Due to global warming and increasingly severe resource and environmental constraints, the role of renewable energy in reducing pollutant emissions and mitigating environmental degradation has gradually attracted the attention of all countries. This study examines the relationship between government corruption, market segmentation, and renewable energy technology innovation. The regression results show that government corruption can increase the degree of market segmentation, and both government corruption and market segmentation can significantly reduce regional renewable energy technology innovation. Further analysis shows that the improvement in market segmentation can lead to a negative moderating effect of corruption on renewable energy technology innovation. In addition, corruption and market segmentation have complementary effects on the impact of renewable energy technology innovation. The improvement of corruption level can increase the negative influences of market segmentation on renewable energy technology innovation. Similarly, the higher degree of market segmentation can increase the restraining effect of corruption on renewable energy technology innovation. Therefore, this study provides a valuable reference for all countries to accelerate the construction of regional market integration, break through interprovincial barriers, and improve renewable energy technology innovation.",Ren S.; Hao Y.; Wu H.,Journal,Journal of Environmental Management,2021-12-15,Nankai University;Beijing Institute of Technology,Dynamic panel model ;  Government corruption ;  Market segmentation ;  Renewable energy technology innovation
A Review on the Shape Memory Polyurethane and Its Nonwoven Progress,"As a fibrous material with engineering structure, nonwoven made by physical or chemical methods is a functional fabric which derived from textile technology. And the nonwovens have been widely used in various fields such as medical treatment, filtration and separation, civil and construction. Thus, optimizing the structure and enhancing the performance of the nonwovens are the urgently topics for the high-quality application. Nowadays, one of the shape memory polymers, shape memory polyurethane (SMPU) has been widely used in medical and health, aerospace, textile and clothing fields due to its advantages of easy processing, large deformation, outstanding shape memory effect and diverse sti-mulation methods. It can be seen that the combining the SMPU and nonwoven technology will maintain the original characteristics of nonwovens while providing the shape memory functions. This provides a drive for the innovation and upgrading of nonwoven technology, and also provides a basis for the high-quality application of shape memory materials. Presently, the preparation of SMPU nonwovens mainly include blending, direct-web-forming and post-processing methods. The blending met-hod can be divided into composite fiber web-forming and blending spinning. The blending method has an advantage of uniform of shape memory effect resulted from the of the fully mixed of the fibers or polymers. Besides, the direct-web-forming method can be divided into categories of electrospinning and melt blowing. The electrospinning has been widely used in the preparing of nano-scale nonwovens with light weight, multi-pore and low cost. In contrast, the SMPU nonwovens from the melt blowing process have serious properties i.e fluffy structure, small pore size and large porosity, and have be widely used in oil absorbing materials, filtration materials and sound insulation etc. Further, post-processing method mainly applied in the coating and solution has the advantages of simple operation, low cost, and excellent shape memory effect. However, the application of SMPU nonwovens still limited in the laboratory and serious bottlenecks should be overcome for the large scale industrialization and functional applications. In this work, the shape memory mechanism, classification and application are reviewed and the research progress of the preparation method is analyzed of the SMPU nonwovens for the purpose of further development and high-quality application.",Sun H.; Zhang H.; Li X.; Zhen Q.; Cui J.; Qian X.; Zhang Y.,Journal,Cailiao Daobao/Materials Reports,2021-12-10,Tiangong University;Zhongyuan University of Technology;Ltd.;Henan Key Laboratory of Medical Polymer Materials Technology and Application,Functional fibrous material ;  Nonwovens ;  Preparation method ;  Shape memory polyurethane
Systems approaches for postharvest handling of fresh produce,"Any systems approach to postharvest handling starts with the consumer. Three major issues confront handlers of fresh produce. Consumption of fresh fruits and vegetables is too low to promote health. Losses of fresh produce from farm to market are too high. Income for growers of plant crops is too low resulting in rural poverty around the world. Fresh produce travels a supply or value chain from the farm to the market. Chains are not systems. Links in the chains may fit the criteria of systems. Our original concept of postharvest systems needs reframing. Systems thinking is more appropriate than a systems approach for postharvest handling.We gain understanding using the scientific method, an engineering approach, and systems thinking. Scientists conduct research by reducing complexity, developing and refuting hypotheses, and replicating results. Engineering design determines needs, develops new designs, and deploys innovations. Systems thinkers study systems holistically, select models and methodologies, simulate activities, and share insights. Game simulations are effective means of understanding the complexity of a system. Critical systems thinking clarifies the interactions within a system. Then it unveils new ways to design improvements. Interactive leadership experiences involve management in implementing changes to improve performance. If improvement of fresh fruit and vegetable value chains focuses only on links in the chain, it fails to explore how the links interact. Advances in postharvest handling require greater use of systems thinking techniques.",Aggarwal D.; Shewfelt R.; Prussia S.,Book,Postharvest Handling: A Systems Approach,2021-12-09,"College of Engineering;Sam Higginbottom University of Agriculture, Technology and Sciences;College of Agricultural and Environmental Sciences Athens Campus",Consumption ;  Engineering approach ;  Farm income ;  Scientific method ;  Simulation game ;  Systems thinking ;  Value chain
Growing pains – a case study from higher education,"Theoretical basis: The teaching case study is based on a (real-life) complex organizational and strategic context, and several bodies of literature may be used to interpret, analyze, explore and discuss alternative solutions. Among several relevant theoretical basis are (educational) leadership, strategy, institutional change, organization, practice orientation of education and organizational learning. The Instructors’ Manual gives suggestions as to how the case may be used in teaching and gives references to relevant literature. Research methodology: The teaching case study is based on participatory action research. The narrative of the case is based on empirical observations in form of a research diary recording events, dialogues and discussion with colleagues and organizational leaders during a five-year period. The case study is based on real proceedings. But, the narrative is generic, and names are anonymized, and organizational contexts and events are disguised. Any similarities to real institutions are coincidental. Case overview/synopsis: The case tells the story of Birk Grimson (PhD), a professional who returns to academia after many years of business practice in the private sector. He is struck by how different the work ambience is in academia and how bureaucracy and a rigid organizational structure seem to quell innovation, resulting in resistance to systematic learning, organizational development and strategic change. Complexity academic level: The teaching case study is appropriate for business, organizational or administrative students at master’s, PhD level or executive education. For students with other disciplinary educational backgrounds (such as engineering, education or health care), some basic knowledge of organization and management or alternatively relevant experience is recommended. Supplementary materials: Teaching notes are available for educators only. Please contact your library to gain login details or email support@emeraldinsight.com to request teaching notes.",Kyvik O.,Journal,CASE Journal,2021-12-07,,Innovation ;  Knowledge management ;  Leadership ;  Organization ;  Organizational behavior ;  Organizational change ;  Organizational learning ;  Strategy ;  University of applied sciences
How are future energy technology costs estimated? Can we do better?,"Making informed estimates of future energy technology costs is central to understanding the cost of the low-carbon transition. A number of methods have been used to make such estimates: extrapolating empirically derived learning rates; use of expert elicitations; and engineering assessments which analyse future developments for technology components' cost and performance parameters. In addition, there is a rich literature on different energy technology innovation systems analysis frameworks, which identify and analyse the many processes that drive technologies' development, including those that make them increasingly cost-competitive and commercially ready. However, there is a surprising lack of linkage between the fields of technology cost projections and technology innovation systems analysis. There is a clear opportunity to better relate these two fields, such that the detailed processes included in technology innovation systems frameworks can be fully considered when estimating future energy technology costs. Here we demonstrate how this can be done. We identify that learning curve, expert elicitation and engineering assessment methods already either implicitly or explicitly incorporate some elements of technology innovation systems frameworks, most commonly those relating to R&D and deployment-related drivers. Yet they could more explicitly encompass a broader range of innovation processes. For example, future cost developments could be considered in light of the extent to which there is a well-functioning energy technological innovation system (TIS), including support for the direction of technology research, industry experimentation and development, market formation including by demand-pull policies and technology legitimation. We suggest that failure to fully encompass such processes may have contributed to overestimates of nuclear cost reductions and under-estimates of offshore wind cost reductions in the last decade.",Gambhir A.; Green R.; Grubb M.; Heptonstall P.; Wilson C.; Gross R.,Journal,International Review of Environmental and Resource Economics,2021-12-07,"Imperial College Business School;University College London;International Institute for Applied Systems Analysis, Laxenburg;Imperial College London;University of East Anglia",Energy technologies ;  Technology cost reductions ;  Technology innovation policies ;  Technology innovation system frameworks
An urban sensing architecture as essential infrastructure for future cities,"Climate change and migration have become one of the most challenging problems for our civilization. In this context, city councils work hard to manage essential services for citizens such as waste collection, street lamp lighting, and water supply. Increasingly, digitalization and the Internet of Things (IoT) help cities improve services, increase productivity and reduce costs. However, to understand how this may happen, we explore the urban sensing capabilities from citizen- to city-scale, how sensing at different levels is interlinked, and the challenges of managing innovations based on IoT data and devices. Local authorities collaborate with researchers and deploy testbeds as a part of demonstration and research projects to perform the above data collection, improve city services, and support innovation. The data gathered is about indoor and outdoor environmental conditions, energy usage, built environment, structural health monitoring. Such monitoring requires IT infrastructure at three different tiers: at the endpoint, edge, and cloud. Managing infrastructure at all tiers with provisioning, connectivity, security updates of devices, user data privacy controls, visualization of data, multi-tenancy of applications, and network resilience, is challenging. So, in turn, we focus on performing a systematic study of the technical and non-technical challenges faced during the implementation, management, and deployment of devices into citizens' homes and public spaces. Our third piece of work explores IoT edge applications' resiliency and reliability requirements that vary from non-critical (best delivery efforts) to safety-critical with time-bounded guarantees. We investigate how to meet IoT application mixed-criticality QoS requirements in multi-communication networks. Finally, to demonstrate the principles of our framework in the real world, we implement an open-source air quality platform Open City Air Quality Platform (OpenCAQP), that merges a wide range of data sources and air pollution parameters into a single platform. The OpenCAQP allows citizens, environmentalists, data analysts, and developers to access and visualize that data.",Kumar V.; Oikonomou G.; Tryfonas T.,Conference Proceeding,ACM International Conference Proceeding Series,2021-12-06,University of Bristol,data monitoring infrastructure ;  IoT ;  urban sensing
Innovation Media Learning: Online Project-Based Learning (O-PBL) on Drawing Competence in Automotive Engineering Using Video on YouTube,"This study aims to develop and analysis the feasibility of a video-assisted project-based learning model on YouTube in automotive engineering drawing subjects. Research development using ADDIE design which is simplified into 4 steps. The developed model was validated by material experts, media and learning practitioners as well as user perception tests. Data were collected through a questionnaire with a product feasibility questionnaire and a perception questionnaire using 5 Likert scales. The results of developing a project-based learning model assisted by YouTube videos contain planning procedures, syntax implementation, and assessment mechanisms that are packaged in a learning model guide book. The results of the validation test obtained a very high level of feasibility, both from material experts, media experts and learning practitioners. Likewise, the student response test showed a very good response to the developed model. The video-assisted project-based learning model on YouTube in automotive engineering drawing subjects is very feasible to be applied in learning.",Haryanto.; Kusuma W.; Mutohhari F.; Nurtanto M.; Suyitno S.,Conference Proceeding,Journal of Physics: Conference Series,2021-12-02,Universitas Muhammadiyah Purworejo;Universitas Sultan Ageng Tirtayasa;Universitas Negeri Yogyakarta,
Fuzzy neural network algorithm in improving electrical engineering control system,"In the current era of rapid development of big data technology and artificial intelligence technology, China's comprehensive national strength has also been significantly enhanced, the rapid progress of science and technology makes the electrical engineering control system whether in terms of efficiency and quality of the application, its electrical engineering control system development is gradually improved with the support of high-tech. Based on artificial intelligence technology, neural network algorithms and improved neural network algorithms are proposed to improve the original electrical engineering control system. In this paper, the S electrical engineering control system is the main research object, and its addition of fuzzy neural network algorithm to improve the study. Firstly, on the basis of a simple description of S electrical control system, the research status of the main partition control blocks of S electrical control system is analyzed. Secondly, an improved intelligent control system, including intelligent service interruption system and central electrical control system, is proposed to design an improved electrical engineering control system based on neural network algorithm through the operation principle of sensors and the study of network communication technology. Based on the above research basis, the effectiveness and practicality of the proposed intelligent electrical engineering control system are verified by analyzing the effects of the proposed intelligent electrical engineering control system in real life. The experimental results show that although there are still many problems in the intelligent control system of three-phase electrical engineering at this stage, innovation and technological progress will continuously improve the comprehensiveness and intelligence level of the system.",Tian X.,Conference Proceeding,Journal of Physics: Conference Series,2021-12-02,Henan College of Industry & Information Technology,Control Systems ;  Electrical Engineering ;  Fuzzy Neural Networks ;  Ncs Control Models
Trent Brick Panel: Innovative envelope system designed according latest UK national fire and energy performance regulations,"In November 2018, following the Grenfell Tower tragedy in London, the Ministry of Housing, Communities & Local Government (MHCLG) introduced an amendment to the Building Regulations 2010, which outlined stricter rules banning the use of combustible materials defined by the new Building Regulation 7(2). This change had a significant impact since early 2019, on the materials and systems that can be used in the construction sector. In 2020, the global pandemic caused by the diffusion of the COVID-19 virus represented a new challenge for the industry, with implications on programme certainty, material procurement, workforce management, moving towards offsite manufacture. The development of the Trent Brick Panel is set against this historical and social context. The envelope prototype is the opportunity for innovation that follows the turn of events. The offsite manufacturing of glass-reinforced concrete panel, mimicking several finishes, is the result of a design investigation carried out with the market-leading actors: developers, main contractors, subcontractors, engineering consultancies, architects, local authorities and warranty providers. The research aims to give an overview of the design principles, sequence and buildability study, assessed weathering performance according to CWCT Sequence B test and fire performance.",Calabrò E.; Peron F.; Meggers F.,Conference Proceeding,Journal of Physics: Conference Series,2021-12-02,School of Engineering and Applied Science;Università IUAV di Venezia;Midgard Design Services Ltd (JRL Group),
The governance of emerging technology: A systematic review from responsible innovation perspective,"The emergence of controversial emerging technologies, such as nanotechnology, genetic engineering, and artificial intelligence, has led to the discussion on the governance of emerging technology in both research and practice. As a new perspective of scientific and technological innovation, responsible innovation provides a theoretical paradigm basis for the discussion on governance challenges caused by negative externalities and risks of emerging technologies. The research focuses on the issue of governance of emerging technologies, and makes a systematic review based on the perspective of responsible innovation, so as to provide systematic implications for the theoretical research and policy practice of emerging technology governance. The research shows that: the existing literature on the governance of emerging technologies involves three research streams, namely the process perspective, the action perspective, and the governance system’s structure perspective. Moreover, based on the responsible innovation paradigm, the governance of emerging technology has emerged five major literature streams, involving the goal - setting perspective, the actor participation perspective, the value criterion coordination perspective, the process response perspective, and the institution construction perspective.",Mei L.; Zang S.; Zhang N.,Journal,Studies in Science of Science,2021-12-01,Qingdao University;Beijing Jiaotong University;Peking University,emerging technology ;  governance ;  responsible innovation ;  systematic review
"Measuring the Interactions of ‎University, Industry and Government of Iran in Scientific Articles of Biomedical Engineering Field ‎Using the Triple Helix Model","Background and Aim: The field of medical engineering is the flagship interdisciplinary approach in Iran, which, due to its attention to knowledge-based economy, takes a step towards prosperity and smoothing progress and development. The purpose of this study is to investigate the interactions between university, industry and government of Iran in scientific articles in the field of medical engineering using the triple helix model. Materials and Methods: This is an applied research with a quantitative approach and uses scientometric techniques. The status of dynamic interactions of the main pillars of Iranian innovation in the field of medical engineering in WoS(Web of Science) database has been calculated using the .exe and the 4.exe softwares in the period of 2010-2019, and the transmission degree of uncertainty index in dual and national dimensions has been determined. Results: The T-index ranking was assigned to university-government(23.38 mb), university-industry(8.47 mb) and industry-government (1.13 mb), respectively, and finally, national interaction(-12.48 mb) was obtained. The interaction between university and industry had an increasing trend and the strongest dual interaction belonged to the university-government. Over the last ten years, national interaction has always had a negative value, which indicates the existence of dynamics in interactions in the national dimension. Conclusion: The dual university-industry interaction has been increasing in recent years; however, in the long run, the national interaction of the pillars has been facing a declining trend, according to which some science and technology policies, and research and industrial strategies have been proposed as a necessity to promote the university-industry-government innovation network in the field of medical engineering in Iran.",Sanij S.; Mostafavi I.; Zarghami H.; Soleimani H.,Journal,Journal of Payavard Salamat,2021-12-01,School of Allied Medical Sciences;Aeronautical University of Science and Technology;Yazd University,Biomedical Engineering ;  Government ;  Industry ;  Iran ;  Knowledge Economy ;  Triple Helix Model of Innovation ;  University
Eco-Friendly Concrete Innovation in Civil Engineering,"Recently, the weather changes that have occurred are very unconditioned. This feels natural because it has often been felt, even though the heat that occurs is beyond its limit. This is one of the effects of global warming. Concrete is one of the most widely used materials in construction. In fact, cement production is included in the less environmentally friendly category. The purpose of this study is to find out how research on green concrete and whether it has an impact in the world of civil engineering. This research is using a quantitative method. This research describes only a few of the results of trials conducted by several researchers in the world, which prove that there is environmentally friendly concrete that can be applied and some are not. The results of this study showed that most of the innovation of green concrete is not good enough to be applied in the field. This is because in several studies it has been proven that the mixture in the manufacture of green concrete does not qualify as an aggregate material. The conclusion is that there is no innovation in the manufacture of green concrete that has worked so as not to cause damage to the earth. Therefore, other research on green concrete is very necessary to do.",Ghinaya Z.; Masek A.,Journal,ASEAN Journal of Science and Engineering,2021-12-01,Universitas Pendidikan Indonesia;Universiti Tun Hussein Onn Malaysia,Concrete ;  Friendly Concrete ;  Mixture ;  Researches
