Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Review on China's Pavement Engineering Research•2020,"With More than 40 years of reform and opening, the highway construction in China has made remarkable achievements, which strongly supports the rapid development of the country's social economy. In the recent years, new theories, new methods, new technologies, new processes, new structures, and new materials related to pavement engineering are emerging. Based on the typical problems encountered in pavement construction, the technical innovation contents of the China's National Science and Technology Award, the projects of the Ministry of Science and Technology (MOST) and the National Natural Science Foundation of China (NSFC), the excellent Chinese authoritative journals, and the highly cited papers in Web of Science (WoS), this review paper systematically analyzes the research status and future development direction of 7 major fields of pavement engineering in China and abroad. The content includes intelligent and environment-friendly pavement, advanced pavement materials, advanced construction technology, pavement maintenance technology, pavement structure and mechanical properties, solid waste comprehensive utilization technology, and pavement recycling technology. Overall, this review paper is able to provide references and insights for researchers and engineers in the field of pavement engineering.","Editorial Department of China Journal of Highway, ",Journal,Zhongguo Gonglu Xuebao/China Journal of Highway and Transport,2020-10-01,,Advanced construction technology ;  Advanced pavement materials ;  Intelligent and environment-friendly pavement ;  Pavement maintenance technology ;  Pavement recycling technology ;  Pavement structure and mechanical properties ;  Review ;  Solid waste comprehensive utilization technology
State-of-the-art review of bridge informatization and intelligent bridge in 2019,"With the global trend of informationization and intelligence in development of scientific and technological innovation, bridge engineering faces new opportunities for innovation. There is a trend of developing intelligent and high-precision bridges, which may profoundly transform the whole life cycle of bridge design, construction and maintenance. To reveal the progress and trend in this field, this paper reviews related research worldwide in 2019, with regard to bridge informatization, intelligent inspection, high-performance intelligent materials, and intelligent disaster prevention/mitigation, and proposes prospects of future research opportunities. According to the review, BIM technologies can significantly improve the productivity, performance, and integration of construction, maintenance and management of bridges. With the development of 5G technology, digital twinning has been introduced into the field of bridge management and maintenance. Intelligent inspection technologies (e. g. UAV and robots) and intelligent algorithms (e. g. computer vision, big data, and deep learning) continuously enrich bridge monitoring methods and improve the accuracy and efficiency. Development and applications of high-performance intelligent construction materials have provided strong thrusts to the development of intelligent bridges. Development of artificial intelligence (AI) technologies bring new approaches for disaster prevention of structures and transportation. To support national development strategies and ensure safety and durability of bridges, future research should focus on the theme of ""bridge informatization and intelligence"" to carry out theoretical innovation, technical research and engineering applications.","Gou, Hongye;Yang, Biao;Hua, Hui;Xie, Rui;Liu, Chang;Liu, Yu;Pu, Qianhui",Journal,Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,2020-10-01,Southwest Jiaotong University,Artificial intelligence (AI) ;  Bridge informatization ;  Building information model (BIM) ;  Deep learning ;  Intelligent detection
"Innovation capacity development in customer service processes of enrollment departments in higher education institutions from Barranquilla, Colombia","The purpose of this study was to analyze the capacity of innovation in customer service processes of enrollment departments in higher education institutions from Barranquilla (Colombia). This research was of quantitative approach and correlational in scope. A survey structured with thirty items on a Likert-type scale was applied to 398 students to assess the relationship between innovation capacity and customer service. The statistical analysis showed relevant associations between innovation capacity factors and customer service factors. However, the most significant relationships were found in the exploitation and ambidexterity factors, with exploitation being presented to a lesser degree. It is concluded that the capacity for innovation in the institutions sampled is developed to a great extent. However, it is important to continue working on offering an exceptional service that fully satisfies client needs.","Vega-Sampayo, Yolanda;Olivero-Vega, Enohemit;Gastelbondo-Gómez, Emiro",Journal,Informacion Tecnologica,2020-10-01,Universidad Simón Bolívar,Customer service ;  Higher education institutions ;  Innovation capacity ;  Organizational factors
"TEMPO and TRAJECTORY of the BUILT LANDSCAPE on TA'U ISLAND, MANU'A GROUP, American Samoa: INTEGRATING EXTENSIVE RADIOCARBON DATING with JOINT POSTERIOR MODELING","Stone and earthen architecture is nearly ubiquitous in the archaeological record of Pacific islands. The construction of this architecture is tied to a range of socio-political processes, and the temporal patterning of these features is useful for understanding the rate at which populations grew, innovation occurred, and social inequality emerged. Unfortunately, this temporal patterning is poorly understood for many areas of the region, including the Samoan archipelago. Here, we describe a project directed toward establishing a robust chronology for the construction of these earthen and stone terraces and linear mounds on Ta'u Island. Using recent methodological improvements, we highlight the tempo at which different architectural types were constructed on the island and the implications for understanding demographic expansion and changing land tenure practices in the last 1500 years. This research suggests the construction of architecture was largely confined to the 2nd millennium AD with a small number of terraces plausibly built in the 1st millennium AD. This temporal patterning suggests that a reconfiguration of settlement patterns occurred within West Polynesia as people there moved into other regions of Oceania.","Quintus, Seth;Huebert, Jennifer;Day, Stephanie;Lincoln, Noa;Yoo, Kyungsoo;Lee, Tiffany;Filimoehala, Darby;Autufuga, Dolly",Journal,Radiocarbon,2020-10-01,North Dakota State University;University of Minnesota Twin Cities;International Archaeological Research Institute Incorporated;University of Hawaiʻi at Mānoa;Sunrise Archaeology,Bayesian modeling ;  landscape engineering ;  Oceania ;  settlement change
On the integration of early health technology assessment in the innovation process: Reflections from five stakeholders,"Early health technology assessment (HTA), which includes all methods used to inform industry and other stakeholders about the potential value of new medical products in development, including methods to quantify and manage uncertainty, has seen many applications in recent years. However, it is still unclear how such early value assessments can be integrated into the technology innovation process. This commentary contributes to the discussion on the purposes early HTA can serve. Similarities and differences in the perspectives of five stakeholders (i.e., the hospital, the patient, the assessor, the medical device industry, and the policy maker) on the purpose, value, and potential challenges of early HTA are described. All five stakeholders agreed that integrating early HTA in the innovation process has the possibility to shape and refine an innovation, and inform research and development decisions. The early assessment, using a variety of methodologies, can provide insights that are relevant for all stakeholders but several challenges, for example, feasibility and responsibility, need to be addressed before early HTA can become standard practice. For early evaluations to be successful, all relevant stakeholders including patients need to be involved. Also, nimble, flexible assessment methods are needed that fit the dynamics of medical technology. Best practices should be shared to optimize both the innovation process and the methods to perform an early value assessment.","Tummers, Marcia;Kværner, Kari;Sampietro-Colom, Laura;Siebert, Markus;Krahn, Murray;Melien, Oyvind;Hamerlijnck, Dominique;Abrishami, Payam;Grutters, Janneke",Journal,International Journal of Technology Assessment in Health Care,2020-10-01,Erasmus School of Health Policy & Management;Oslo Universitetssykehus;Hospital Clínic de Barcelona;University Health Network;Folkehelseinstituttet;Handelshøyskolen BI;Radboud University Medical Center;Abbott;EUPATI;National Health Care Institute (ZIN);Dutch Lung Foundation,Early assessment ;  health technology assessment ;  innovation in healthcare ;  methodology
Robotized Additive Manufacturing of Funicular Architectural Geometries Based on Building Materials,"Additive manufacturing (AM) technology has been identified as one of the major digital innovations that has revolutionized not only the field of the industry but also the construction. From a research side, AM is a multidisciplinary domain, combining between materials science, mechatronics engineering, and architectural design. The AM concept needs to consider the geometry and the shape of printed objects regarding material properties and robot kinematics which are adaptable to the object size. In this article, we present an integrated design and control of an omnidirectional mobile manipulator robot (MMR), capable of extruding concrete and clay materials, to print complex and funicular architectural geometries. The studied robot allows printing building pieces with different shapes and sizes by additive deposit which can later be assembled on-site. The main issue concerns the control of continuous material deposit, with specified accuracy and respecting the desired shape. This problem involves to solve, in real time, the nonlinear kinematic model of a ten-degrees-of-freedom heterogeneous robot. The kinematic model and the control of utilized MMR are discussed, and an optimization method based on quadratic programming is used for handling the robot redundancy. Finally, we present the experimental results to illustrate the efficiency of AM on the developed concept.","Lakhal, Othman;Chettibi, Taha;Belarouci, Abdelkader;Dherbomez, Gerald;Merzouki, Rochdi",Journal,IEEE/ASME Transactions on Mechatronics,2020-10-01,Université de Lille,Additive manufacturing (AM) ;  kinematics model ;  mobile manipulator robot ;  quality control ;  redundancy
The correlation between undergraduate student diversity and the representation of women of color faculty in engineering,"Background: Despite the critical role of faculty diversity in the persistence and academic experiences of undergraduate students as well as in the development of engineering innovations, women of color (WoC) faculty are still underrepresented in engineering programs across the United States. Purpose/Hypothesis: This study identifies whether the demographic composition of undergraduate engineering students is correlated with the representation of WoC faculty. It also highlights the institutional- and departmental-level factors that contribute to the race–gender diversification of the engineering professoriate. Design/Method: Informed by organizational demography as the theoretical framework, the methods include linear and logit regression analyses. Data come from the American Society for Engineering Education, the Integrated Postsecondary Education Data System, and the American Community Survey, and include engineering departmental-level observations across 345 institutions over 12 years. Results: Engineering departments that award more bachelor's degrees to women African American/Black undergraduate students are more likely to employ relatively more African American/Black women faculty. This positive relationship is also found among Asian Americans and Hispanics/Latinas. Conclusions: Research findings demonstrate the relationship between engineering undergraduate composition, as well as other departmental- and institutional-level factors, and the prevalence of WoC faculty. The findings highlight important areas for stakeholders and academic administrators to consider when developing strategies and programs to diversify the composition of engineering faculty.","Main, Joyce B.;Tan, Li;Cox, Monica F.;McGee, Ebony O.;Katz, Andrew",Journal,Journal of Engineering Education,2020-10-01,College of Engineering;Virginia Polytechnic Institute and State University;Vanderbilt University's Peabody College;Purdue University,diversity ;  faculty ;  undergraduate ;  women
Innovation Portfolio Management for Small-medium Enterprises,"For small and medium sized enterprises, portfolio management can be a difficult exercise; especially when the available paths forwards are shrouded in mystery. To overcome this, they are required to research and decide upon the path to follow, but this can be difficult when the information to gather is unclear, leading to ad-hoc processes and inconsistency. The motivation for this project originated from a small and medium sized enterprise experiencing this problem of unknown critical information and a technological portfolio with significant potential. With no procedure or method in place, they conducted the research in an ad-hoc way resulting in uncertainty and low repeatability of decisions. To tackle this problem, innovation structuring frameworks were synthesised with appropriate risks and context to pose a new structure for information capture. The resulting structure was tested within the small and medium sized enterprise to investigate the repeatability of the information capture and the subsequent ranking. The proposed structure was also analysed by — process experts for its wider applicability. For the small and medium sized enterprise, this led to a consistent and repeatable method that delivered increased confidence about selecting a path forwards for its portfolio. In addition, it was found to be applicable to external organisations increasing the model’s worth and applicability. The implications of this work have led to a change in the operational procedure of the small and medium sized enterprise to utilise the defined process for researching new ideas for their portfolio which can lead to repeatable and trustworthy decisions. This also has applicability to other similar companies and could lead them through a repeatable process as presented here.","Pashley, Daniel;Tryfonas, Theo;Crossley, Andy;Setchell, Chris;Karatzas, Stylianos",Journal,Journal of Systems Science and Systems Engineering,2020-10-01,University of Patras;University of Bristol;Imetrum Ltd.,decision support ;  directed research ;  Portfolio management ;  small-medium enterprise
Smartphone application using a visual programming language to compute drying/solar drying characteristics of agricultural products,"Drying is an important process for food security. A software application on a smartphone can be used to prevent mistakes while carrying out the calculations for drying investigation and research using several mathematical equations. The objective of this research was to develop a software program on cellphones depending on some of the important mathematical equations which are used to conduct some of the drying/solar drying characteristics to assist researchers and engineers who work in the food engineering field for sustainable development. This innovative software application can be installed on mobiles in Android and iOS systems to save effort and time. Mathematical models were developed to compute drying/solar drying calculations. These mathematical models were integrated into the flowchart to develop a software program using visual programming language in the operating system and create the user interface. The collected data from references were used to compare the results from the normal way of calculations with results from the developed software. The results were agreed for both normal calculations and the software. This application software can calculate the moisture content of product, drying ratio, quantity of removed moisture from the fresh products, required heat to evaporate moisture from fresh product, and efficiency of the solar collector.","Amer, Baher M.A.;Chouikhi, Houssam",Journal,Sustainability (Switzerland),2020-10-01,Faculty of Agriculture;Ecole Nationale d'Ingénieurs de Sfax;King Faisal University,Drying ;  Smartphone ;  Software application ;  Visual programming language
Ein Jahrhundert MPA Karlsruhe,"One century MPA Karlsruhe. The Materials Testing and Research Institute, MPA Karlsruhe, with topics in the field of civil engineering research and construction materials development is an essential part of Karlsruhe Institute of Technology – The Research University in the Helmholtz Association (KIT).This does not only apply to the transfer of research results to the companies, but it is one of the main aspects. As civil engineering was the nucleus of the Polytechnical School founded 1825 in Karlsruhe, it is no surprise that KIT has a testing institution having one of the longest traditions in Germany. For now 100 Years MPA Karlsruhe has developed new building techniques and construction materials. Apart from research and innovation, MPA Karlsruhe also contributes to research-oriented teaching for a high practical and application relevance in higher education. The following gives a short overview on the history and the present technical capabilities of MPA Karlsruhe.","Dehn, Frank;Herrmann, Nico",Journal,Beton- und Stahlbetonbau,2020-10-01,Karlsruher Institut für Technologie,100 Years ;  Karlsruhe Institute of Technology (KIT) ;  MPA Karlsruhe
Innovation in engineering education for sustainable development-introduction to a special issue,"Sustainability plays a key role in engineering education. Engineering students must learn to think long-term and understand that, in order to achieve a better world, they must situate their future professional activities within the framework of sustainable solutions. To this end, future engineers must be aware of the complexities of the social environment in which they are developing their work, and of the need to harmonize short-term improvements with sustainable development based on the long term. Education for Sustainable Development (ESD) in engineering is essential for the training of agents of change and transformation that can promote policies, strategies, and methods that enable a more sustainable future to be built. This Special Issue gathers six original research papers in the field of ESD in engineering, ranging from general issues such as formulating key issues required for any course in EDS, to the experience of introducing sustainability into very specific subjects. Therefore, this Special Issue is of particular value for both academic researchers and lecturers interested in introducing sustainability into their own teaching subjects.","Sánchez-Carracedo, Fermín;López, David",Journal,Sustainability (Switzerland),2020-10-01,Universitat Politécnica de Catalunya,Deep transformation ;  Education for sustainable development ;  Engineering education ;  Social responsibility ;  Sustainability assessment
Freelancers in the software development process: A systematic mapping study,"[Context] Freelancers could catalyze the software development process by providing their niche skills to generate high quality outputs. They could help companies (including startups) to foster innovations by suggesting creative ideas and providing their expertise in implementing them (for instance, designing solutions, coding solutions etc.). Freelancers could effectively and efficiently work as a virtual member of the software development team. The company must make informed decisions about which task to allot to the freelancer, which freelancer to select, pricing the task, and evaluating the submitted work. On the other hand, the freelancer should make an informed decision about evaluating the monetary value of the task to be charged, trusting the requester, analyzing the skills requirement of the task (finding matches between skill requirement and skills processed), selecting the best task, and maintaining the highest level of reputation. However, the literature does not provide freelancers and the companies the guidelines that support their decision making. However, if freelancers are selected carefully for the most suitable task, the companies will benefit a lot in terms of improved software development metrics. [Objectives] The objective of this paper is to provide the research community the research trends in freelancer-supported software development. This helps to understand that which software development areas have higher concentrations of research efforts, which area has the support of empirical evidence to support management decision makings, and which area requires the research attention. [Method] The systematic study is conducted by planning the mapping protocol, executing the protocol, and reporting the findings using various visualization tools like bar charts and pie charts. The search process was planned to be executed using set of inclusion and exclusion conditions on four bibliographic databases (IEEExplore, Springerlink, Sciencedirect, and ACM digital library). The relevant papers are selected by applying inclusion and exclusion conditions. The google citations of the relevant papers are subject to the inclusion and exclusion conditions again to include the more relevant papers. Finally, the systematic schema was created and populated after analyzing the studies abstracts. [Results] The results indicate the following (a) The research focus is on generic software development (78%) rather on individual life cycle activities. (b) The number of empirical studies is limited (25%). (c) A number of studies proposing solutions and evaluating on live cases in industrial settings are missing from the literature. This is in comparison to the validation approaches (72%) i.e., solutions tested in laboratory settings. (d) At present, the literature has limited ability to provide the software companies (including startups) with the guidelines (in the form of opinions and experience reports) for involving freelancers in the software development process. (e) The reported challenges include Collaboration and Coordination (33%), Developer Recommendation (or selection) (19%), Team Formulation (14%), Task Recommendation (allocation) (14%), Task Decomposition (11%), Privacy and Security (Confidentiality) (11%), Budget Estimation (8%), Recognition (8%), Trust Issues (8%), Market Dynamism (6%), Intellectual Property Issues (6%), Participation of Crowd Worker (6%), and Capacity Utilization (3%). These challenges are highly interactive, and each challenge impacts all other challenges. (e) Recent focus of the researchers (total 7 studies in 2019) is on generic software development handling the collaboration and coordination (3 studies out of 7), Developer recommendation (2 studies out of 7), and task recommendation (2 studies out of 7). [Conclusion] The freelancer-driven software engineering research area has got the attraction of the researchers, but it will take a long time to gain maturity. This puts an urgent call for more empirical studies and evaluation-based solution research that could help companies (including startups) to foster innovations. Further, the research focus should be well distributed among the various development phases to address the unique challenges associated with individual activities. The accurate management of the freelancer in the software development could help companies and startups to foster innovations and remain competitive in the marketplace.","Gupta, Varun;Fernandez-Crehuet, Jose Maria;Hanne, Thomas",Journal,Processes,2020-10-01,Universidad Politécnica de Madrid;Fachhochschule Nordwestschweiz FHNW,Crowdsourcing ;  Freelancers ;  Innovation ;  Software development ;  Systematic mapping study
"Preparing society for automated vehicles: Perceptions of the importance and urgency of emerging issues of governance, regulations, and wider impacts","This study explores the overall picture of how people perceive the importance level and urgency level regarding issues associated with automated vehicles, by sorting out ten issues, developing a questionnaire with 66 measurement items, and investigating how Artificial Intelligence (AI) experts and Computer Science (CS)/Electrical Engineering (EE) majors assessed these issues. The findings suggest that AI experts in Taiwan believed that the top five issues for preparing a society for autonomous vehicles (AVs) should include (1) data privacy and cybersecurity, (2) regulation considerations, (3) infrastructure, (4) governance, and (5) public acceptance. On the other hand, for their student counterparts, the results (1) demonstrate a somewhat different order from the third to the fifth place, (2) show an attention-focused profile on the issue of cybersecurity and data privacy, and (3) indicate that gender and a few wider-impact variables (technology innovation, infrastructure) are significant predictors for the assessment on the importance level of AVs, while some wider-impact variables (technology innovation, governance, economic benefits, infrastructure), which are positively associated, as well as concerns variables (cybersecurity and data privacy, regulations), which are negatively associated, could be predictors for the urgency level of AVs. Suggestions for future research and policymakers are provided.","Chen, Su Yen;Kuo, Hsin Yu;Lee, Chiachun",Journal,Sustainability (Switzerland),2020-10-01,National Tsing Hua University,Automated vehicles ;  Governance ;  Perceptions ;  Regulation ;  Social impact
Developing STEM Identity and Talent in Underrepresented Students: Lessons Learned From Four Gifted Black Males in a Magnet School Program,"There is well-documented research and data that echo the concern for the future of United States’ ability to globally compete in science, technology, engineering, and mathematics (STEM) innovation and to fulfill the shortage in talent that exists within this field of study. This concern compels us to seek more impactful and long-term solutions to the issues surrounding motivation and retention of underrepresented students in STEM disciplines. It is imperative that we increase our capability to effectively identify, recruit, and retain underrepresented students within the STEM pipeline. Focusing on identity development as the first of these critical capacities, a case study was conducted to determine if any central characteristics exist that shape the STEM self-concept and identity of four gifted, Black male students who were recent graduates from a predominantly Black, Title 1 high school within a southern, rural region of America. Two 90-min, audio-recorded interviews were conducted with a follow-up focus group discussion a year later. Their experiences were told in retrospect, narrated using their perspectives as they related to their “life” and “STEM” stories. The data revealed STEM identity development very much connected to race, cultural values, and contextual STEM environment. Exploring the dynamics of development surrounding motivation, this article highlights their STEM success to better understand how their STEM talent was developed. Their stories, common themes, and implications for educators are discussed followed by a call for further research.","Collins, Kristina Henry;Jones Roberson, Javetta",Journal,Gifted Child Today,2020-10-01,Texas State University;Birdville Independent School District,gifted Black males ;  gifted education ;  parenting gifted children ;  social/emotional needs ;  STEM ;  talent development ;  underrepresentation ;  underserved populations
"A study of factors impacting elementary mathematics preservice teachers: Improving mindfulness, anxiety, self-efficacy, and mindset","Innovation is more imperative now than ever before given the upcoming shortage in prepared teachers and the need to produce students with a strong knowledge of mathematics. A sense of urgency is impacting teacher education/preparation programs as instructional practices need to discover how to arm teachers to increase the number of students to be not only college-ready but also desiring to pursue Science, Technology, Engineering, and Mathematics majors. As such, the purpose of this study, was to determine how the four variables (mindfulness, mathematics anxiety, self-efficacy, and mindset) are interconnected within preservice elementary teachers (PSETs), and how we as teacher educators can better address these variables within our own PSETs. Each semester included three seminars with similar overall foci including the four variables. Participants in this study were recruited from Elementary Education students at an east south central regional university enrolled in a mathematics methods course. Thirty-seven participants were divided into control (N = 20) and treatment (N = 17). In this article, we present both qualitative and quantitative results from our mixed-methods study that considered these questions. With the results of this study revealing an inter-connectedness among the four variables, this research further informs the teacher educator community.","Tassell, Janet;Gerstenschlager, Natasha E.;Syzmanski, Toni;Denning, Savannah",Journal,School Science and Mathematics,2020-10-01,Western Kentucky University;Special Education Division,math/math education ;  teacher education ;  teachers and teaching
Quality as driver for sustainable construction-Holistic quality model and assessment,"Facing rising building demands due to a fast-growing world population and significant environmental challenges at the same time, the building sector urgently requires innovation. The Cluster of Excellence Integrative Computational Design and Construction for Architecture at the University of Stuttgart tackles these challenges through a Co-Design approach for integrating computational design and engineering and robotic construction. Within this research framework, a Holistic Quality Model is developed to ensure the technical, environmental, and social quality of Co-Design processes and products. Up to now, quality models that consider and integrate all these three aspects throughout the life cycle of buildings are still missing. The article outlines the concept of holistic quality assessment based on a Holistic Quality Model for sustainable construction. A key mechanism for sustainable quality assessment in the Holistic Quality Model is the definition of control and decision points in the construction process where critical decisions are made that will affect the quality of the building throughout its entire life-cycle. Firstly, subject-specific quality concepts are defined and their interrelations are conceptualized. Subsequently, these interrelations and their effects on the overall Co-Design construction processes and products are explained using the example of the semi-robotic production of concrete slabs. Examples for control and decision points are given as well. The outline presented here serves as a basis for further advancing and concretizing the Holistic Quality Model and its applications in Co-Design for a functioning, liveable, and sustainable high-quality construction and building culture.","Zhang, Li;Balangé, Laura;Braun, Kathrin;Di Bari, Roberta;Horn, Rafael;Hos, Deniz;Kropp, Cordula;Leistner, Philip;Schwieger, Volker",Journal,Sustainability (Switzerland),2020-10-01,Universität Stuttgart,Co-design ;  Computational construction ;  Computational design ;  Control points ;  Decision points ;  Predictive quality assessment ;  Quality characteristics ;  Quality parameters
"Erratum: “Potassium alleviates ammonium toxicity in rice by reducing its uptake through activation of plasma membrane H+-ATPase to enhance proton extrusion” [Plant Physiol. Biochem. 151, (June 2020) 429-437] (Plant Physiology and Biochemistry (2020) 151 (429–437), (S0981942820301534), (10.1016/j.plaphy.2020.03.040))","The authors regret: Potassium alleviates ammonium toxicity in rice by reducing its uptake through activation of plasma membrane H + -ATPase to enhance proton extrusion Plant Physiology and Biochemistry Volume 151, June 2020, Pages 429-437. LingyinWenga 1, MaoxingZhangc 1, KeWangb 1, GuangleiChenc, MingDingc, WeiYuanb *, YiyongZhuc, WeifengXub, FeiyunXub ** a. College of Resources and Environmental Sciences, China Agricultural University, Beijing, 100094, China b. Fujian Provincial Key Laboratory of Plant Functional Biology and College of Life Sciences, Center for Plant Water-use and Nutrition Regulation and College of Resources and Environment, Fujian Agriculture and Forestry University, Fuzhou, 350002, China c. Jiangsu Collaborative Innovation Center for Solid Organic Waste Resource Utilization, Jiangsu Provincial Key Lab for Organic Solid Waste Utilization, National Engineering Research Center for Organic-based Fertilizers, Nanjing Agricultural University, Nanjing, 210095, China. The authors would like to apologise for any inconvenience caused.","Weng, Lingyin;Zhang, Maoxing;Wang, Ke;Chen, Guanglei;Ding, Ming;Yuan, Wei;Zhu, Yiyong;Xu, Weifeng;Xu, Feiyun",Journal,Plant Physiology and Biochemistry,2020-10-01,Nanjing Agricultural University;China Agricultural University;Fujian Agriculture and Forestry University,
Disruptive innovation and entrepreneurship in emerging economics,"Disruptive innovation has increasingly become a core subject for researchers across disciplines, from economics to engineering and technology. This is understandable as companies all over the world over are facing contemporary challenges such as intense global competition, rising market volatility, constantly changing consumer demand, and shortened product life cycles. Under these conditions, disruptive innovation and disruptive innovation-based entrepreneurship are increasingly becoming a strategic means for achieving sustainable company growth and competitiveness. Yet, limited research exists today on disruptive innovations in or by emerging economies. Therefore, this Special Issue in Journal of Engineering and Technology Management on Disruptive Innovation and Entrepreneurship in Emerging Economics is devoted to publishing original research that enriches our knowledge about the nature of disruptive innovation and entrepreneurship related with emerging economies, as well as their models, antecedents and economic, social and organizational consequences. The issue also highlights key research areas of disruptive innovation and innovation-based entrepreneurship for future scholarship, inviting more systematic research on the important areas.","Si, Steven;Zahra, Shaker A.;Wu, Xiaobo;Jeng, Don Jyh Fu",Journal,Journal of Engineering and Technology Management - JET-M,2020-10-01,"School of Management, Zhejiang University;University of Minnesota Twin Cities;National Chengchi University;Bloomsburg University;Zhejiang University",Disruptive innovation ;  Emerging economics ;  Innovation ;  Innovation-based entrepreneurship
Drawing on the past to shape the future of synthetic yeast research,"Some years inspire more hindsight reflection and future-gazing than others. This is even more so in 2020 with its evocation of perfect vision and the landmark ring to it. However, no futurist can reliably predict what the world will look like the next time that a year’s first two digits will match the second two digits—a numerical pattern that only occurs once in a century. As we leap into a new decade, amid uncertainties triggered by unforeseen global events—such as the outbreak of a worldwide pandemic, the accompanying economic hardship, and intensifying geopolitical tensions—it is important to note the blistering pace of 21st century technological developments indicate that while hindsight might be 20/20, foresight is 50/50. The history of science shows us that imaginative ideas, research excellence, and collaborative innovation can, for example, significantly contribute to the economic, cultural, social, and environmental recovery of a post-COVID-19 world. This article reflects on a history of yeast research to indicate the potential that arises from advances in science, and how this can contribute to the ongoing recovery and development of human society. Future breakthroughs in synthetic genomics are likely to unlock new avenues of impactful discoveries and solutions to some of the world’s greatest challenges.","Dixon, Thomas A.;Pretorius, Isak S.",Journal,International Journal of Molecular Sciences,2020-10-01,Macquarie University,Biodesign ;  Biodiversity ;  Biofoundry ;  Consilience ;  Engineering biology ;  Fermentation ;  Scientific method ;  Synthetic genomics ;  Timeline ;  Yeast
"Electrochemical Insights, Developing Strategies, and Perspectives toward Advanced Potassium–Sulfur Batteries","The boosting demand for high-capacity energy storage systems requires innovative battery technologies with low-cost and sustainability. The advancement of potassium–sulfur (K–S) batteries have been triggered recently due to abundant resource and cost effectiveness. However, the functional performance of K–S batteries is fundamentally restricted by the vague understanding of K–S electrochemistry and the imperfect cell components or architectures, facing the issues of low cathode conductivity, intermediate shuttle loss, poor anode stability, electrode volume fluctuation, etc. Inspired by considerable research efforts on rechargeable metal–sulfur batteries, the holistic K–S system can be stabilized and promoted through various strategies on rational physical regulation and chemical engineering. In this review, first an attempt is made to address the electrochemical kinetic concept of K–S system on the basis of the emerging studies. Then, the classification of performance-improving strategies is thoroughly discussed in terms of specific battery component and prospective outlooks in materials optimization, structure innovations, as well as relevant electrochemistry are provided. Finally, the critical perspectives and challenges are discussed to demonstrate the forward-looking developmental directions of K–S batteries. This review not only endeavors to provide a deep understanding of the electrochemistry mechanism and rational designs for high-energy K–S batteries, but also encourages more efforts in their large-scale practical realization.","Yuan, Xiaomin;Zhu, Bo;Feng, Jinkui;Wang, Chengguo;Cai, Xun;Qiao, Kun;Qin, Rongman",Journal,Small,2020-10-01,"Shandong University, Weihai;Shandong University",developing strategies ;  electrochemical performance ;  electrochemistry ;  energy density ;  potassium–sulfur batteries
Decision Support Systems for Managing Innovation through Project Selection in Public Sector R&D Environments,"One of the primary components of innovation management in research and development (R&D) organizations is project selection. In public sector R&D environments, it is essential that improvements are made to the selection processes. These improvements should address the unique challenges faced by these organizations in order to increase the quality of the decisions that are made. Modern decision support systems (DSS) have the potential to meet these needs. The implementation of effective DSS backed by solid data management practices and driven by artificial intelligence technologies has the potential to enhance the management of public sector R&D innovation.","Havins, Shannon R.",Journal,IEEE Engineering Management Review,2020-10-01,Northcentral University,Decision support systems (DSS) ;  engineering management ;  innovation management ;  project selection ;  public sector research and development (R and D) ;  technology management
Towards a theory of transformative social innovation: A relational framework and 12 propositions,"This paper responds to the need in innovation research for conceptual clarity and solid theory on social innovation (SI). The paper conceptualizes SI as changing social relations, involving new ways of doing, knowing, framing and organizing, and theorizes transformative social innovation (TSI) as the process of SI challenging, altering, or replacing dominant institutions in a specific social-material context. Three advances towards TSI theory are proposed. First, we reflect epistemologically on the challenges of theory-building, and propose an appropriate research design and methodology. Middle-range theory is developed through iteration between theoretical insights and comparative empirical study of 20 transnational SI networks and about 100 associated initiatives. Second, we synthesize various innovation theories and social theories into a relational framework that articulates the distributed agency and institutional hybridization involved. Third, we formulate twelve propositions on the emergence of SI initiatives, on the development of SI ecosystems, on institutionalization processes, and on the historical shaping of SI. The paper ends with a critical assessment of the advances made, also identifying further challenges for TSI theory and practice.","Pel, Bonno;Haxeltine, Alex;Avelino, Flor;Dumitru, Adina;Kemp, René;Bauler, Tom;Kunze, Iris;Dorland, Jens;Wittmayer, Julia;Jørgensen, Michael Søgaard",Journal,Research Policy,2020-10-01,BOKU University;Universidade da Coruña;Erasmus Universiteit Rotterdam;Aalborg University;Universiteit Maastricht;Université Libre de Bruxelles;University of East Anglia,Empowerment ;  Innovation process ;  Institutional change ;  Relational theory ;  Social innovation ;  Transformative change
