Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Hydroinformatics as a 'game changer' in the water business,"This chapter presents the field of hydroinformatics as a game-changer in the water sector business. It reflects on Mike Abbott's original ideas and evaluates their impact from the perspective of water business owners, water consultants, clients, and communities. Mike Abbott promoted a novel concept, combining theoretical and practical aspects of modelling, towards 'industrial modelling systems'. The chapter traces the development of this concept, from its early adoption by government-funded research institutes engaged in scientific support to hydraulic engineering, through establishment of market for water-modelling software products, to its broad adoption by consultants. Mike Abbott also saw a significant opportunity for hydroinformatics in the developing world. New policies and businesses were easier to implement in countries without a mature market of ideas resisting a change. Many of his followers were eager to explore business paths, which were much faster and more agile than those in academic circles. Most large companies that are currently developing commercial applications and tools for water modelling matured during the so-called 'third modelling generation', when generic modelling tools started to be developed. Subsequently, the real growth was observed when the knowledge encapsulation and robustness of the applications expanded their use from specialists to a broad pool of water professionals and practitioners. The social impact of hydroinformatics was significant as it spread through a wide range of organisations impacting decision making, education, innovation and knowledge sharing. As modelling systems became a norm in the water business, the business itself has been transformed. Impacts of current technologies and new data sources on water modelling business are presented (such as the Cloud, High Performance Computing - HPC, virtualisation, internet of things - IoT, remote sensing, and others), and how they impact current needs of software producers and users. Diverse business models have emerged, which need to meet the future challenges of urban and environmental water management under challenges of climate change. With the large and continuously growing community of modelling experts and users, it can be argued that the Mike Abbott's vision of hydroinformatics has been well established.","Zeman, E.;Metelka, T.;Ingeduld, P.;Shipton, S.",Book,Michael Abbott's Hydroinformatics: Poiesis of New Relationships with Water,2022-12-15,Academy of Sciences of the Czech Republic;Climate Change Adaptation Department;DHI Water and Environment;DHI a.s.,Cloud computing ;  Collaboration ;  GIS ;  Hydroinformatics ;  Simulation models ;  Water business
ECONOMETRIC FORECASTS of the IMPACT of HIGH and MEDIUM-TECH INDUSTRIES on ECONOMIC GROWTH in UZBEKISTAN,"In this article, an econometric analysis of the impact of the growth rate of the product of high and medium-tech and science-teaching sectors of the economy on the growth of total expenditure on science, science capacity, technological innovation on the growth of the gross domestic product of the country has been made and its prospects have been scientifically predicted.","Mamatov, Akhmetjon Atajanovich;Mamatov, Mamajan Ahmadjonovich",Conference Proceeding,ACM International Conference Proceeding Series,2022-12-15,Tashkent State University of Economics,added quantity ;  competitiveness ;  economic growth ;  High and medium technology ;  innovation ;  science capacitance ;  strategy
Investigating porous catalysts with synchrotron X-rays and neutrons,"Porous catalysts have been widely used in the industry and are among the most promising candidates to facilitate the transformation to a sustainable society. Their rational design generally adopts the approach of molecular engineering, which relies on a deep understanding of the relations between atomic structures and catalytic properties. In recent years, synchrotron X-ray and neutron techniques have attracted great attention for probing the atomic structures of many functional materials. In this perspective, we look at recent developments in several synchrotron X-ray and neutron techniques for understanding the structure-property relations of porous catalysts at the atomic level. We extensively elucidate the study of both the static and dynamic structures of porous catalysts and their relation to catalytic properties. We highlight the limitations of the synchrotron X-ray and neutron techniques discussed for investigating porous catalysts and provide future research directions on this critical yet underdeveloped topic.","Mo, Shichao;Wang, Guilian;Ng, Bryan K.Y.;Zhao, Pu",Journal,Chem Catalysis,2022-12-15,University of Oxford;Soochow University,neutrons ;  porous catalysts ;  SDG9: Industry innovation and infrastructure ;  synchrotron X-rays
Recent advances on bioactive baghdadite ceramic for bone tissue engineering applications: 20 years of research and innovation (a review),"Various artificial bone graft substitutes based on ceramics have been developed over the last 20 years. Among them, calcium-silicate-based ceramics, which are osteoconductive and can attach directly to biological organs, have received great attention for bone tissue engineering applications. However, the degradation rate of calcium-silicate and bone formation is often out of balance, resulting in stress shielding (osteopenia). A new strategy to improve the drawbacks of these ceramics is incorporating trace elements such as Zn, Mg, and Zr into their lattice structures, enhancing their physical and biological properties. Recently, baghdadite (Ca3ZrSi2O9) ceramic, one of the most appealing calcium-silicate-based ceramics, has demonstrated high bioactivity, biocompatibility, biodegradability, and cell interaction. Because of its physical, mechanical, and biological properties and ability to be shaped using various fabrication techniques, baghdadite has found high potential in various biomedical applications such as coatings, fillers, cement, scaffolds, and drug delivery systems. Undoubtedly, there is a high potential for this newly developed ceramic to contribute significantly to therapies to provide a tremendous clinical outcome. This review paper aims to summarize and discuss the most relevant studies performed on baghdadite-based ceramics and composites by focusing on their behavior in vivo and in vitro.","Sadeghzade, Sorour;Liu, Jingyi;Wang, Huiru;Li, Xin;Cao, Jinrui;Cao, Huiling;Tang, Bin;Yuan, Hongyan",Journal,Materials Today Bio,2022-12-15,Southern University of Science and Technology,3D-printing ;  Baghdadite ;  Bioactive ceramics ;  Bone tissue engineering ;  Calcium-silicate bioceramic
The policy effects of demand-pull and technology-push on the diffusion of wind power: A scenario analysis based on system dynamics approach,"With the support of incentive policies, the diffusion of wind power has achieved tremendous achievements in China. However, behind this rapid expansion, it is raised a question: what are the driving forces behind the diffusion of wind power? And which policies are more efficient to improve the diffusion rate of wind power? To scientifically answer this question, this paper combines system dynamics and the two-factor learning curve to investigate the dynamic diffusion process of wind power. The results show that: (1) The demand-pull policy through feed-in tariff (FIT) policy can promote the diffusion of wind power; (2) The technology-push policy through R&D policy also promotes the diffusion of wind power; (3) A higher level of FIT is more efficient to expand the installed capacity of wind power, in addition, a higher level of R&D intensity is more efficient for cost reduction; (4) The coefficient of learning by doing of wind power is 0.0274 and the coefficient of learning by research of wind power is 0.2540, which indicates China's wind power industry is transitioning from price subsidies to technology innovation policies. The research results can enrich the research on the diffusion of wind power and provide a reference for other regions to study the diffusion of renewable energy.","Xin-gang, Zhao;Wei, Wang;Jieying, Wang",Journal,Energy,2022-12-15,Beijing University of Technology;North China Electric Power University,Demand-pull ;  Renewable energy ;  System dynamics ;  Technology diffusion ;  Technology-push ;  Wind power
Implementation of the Experimental Design Outcome in the Chemical Engineering Degree Program at Technical University of Madrid (GIQ-ETSII-UPM),"This paper presents an insight on the pedagogy and strategic design of the organization of the four experimental subjects of the Chemical Engineering Degree Curricula at the Universidad Politécnica de Madrid (GIQ-ETSII-UPM). Outcome-based learning is applied, focused on the student's work, centering explicitly in Experimental Design outcomes. These skills are necessary not only for research, but also for innovation activities that will be fundamental for future engineers and chemists, and students should be encouraged to practice them during their time at university. The learnings are graduated following the requirements of the courses, and experimentations are realistic and easily approached as guided or free experimentation. Students must apply previous knowledge and acquire new ones, implement attitudes, work in teams, and make their own decisions. Among the students' free comments collected in teacher surveys carried out on more than 400 students over 10 years, there are recurrent evaluations such as ""We are able to put into practice what we have studied in other subjects"". These subjects are the ones students perceive as very important toward their future. Feedback is essential to improve their experimental proposals and make them viable to avoid student frustration. The number of teachers involved is between a minimum of 3 and a maximum of 7 for 30-40 students and 14 sessions in each subject. It is essential to note that the teacher's engagement is indispensable for the performance of this framework.","Del Mar De La Fuente García-Soto, M.;Martínez-Urreaga, Joaquín;Narros Sierra, Adolfo",Journal,Journal of Chemical Education,2022-12-13,Universidad Politécnica de Madrid,Experimental Design Learning ;  Experimental Subjects ;  Outcomes Assessment ;  Undergraduate Education
Introducing Second Year Analytical Chemistry Students to Research through Experimental Design in the Undergraduate Teaching Laboratory,"Advancements in technology have led to significant changes in the workforce and created a demand for expertise in science, technology, engineering, and mathematics (STEM). In response, curricula have evolved to emphasize essential skills such as critical thinking and communication to prepare students for STEM-based careers. To this end, postsecondary institutions continue to develop and incorporate project-based learning (PBL), course-based undergraduate research experiences (CUREs), and process-oriented guided-inquiry learning (POGIL). These opportunities can be offered in junior level (1st and 2nd year) courses by designing projects that match students' skills and knowledge. Opportunities at the junior level reach a larger student population and can increase interest in STEM-based careers. In this article, we introduce a project-based activity for the second-year analytical chemistry laboratory in which students design and conduct experiments to quantify analytes in real-life samples. Analytes selected for this project (acids or bases, ascorbic acid, beta-carotene, calcium, oxalate, reducing sugars and starch) can be quantified using techniques familiar to second year students including titration and absorbance spectroscopy. Students first designed experimental procedures and received feedback before conducting the experiments. Each experiment was performed over two laboratory periods, which allowed students to modify procedures between iterations to improve their experimental design. This experience allowed students to develop 21st century competencies including critical thinking and problem solving, innovation, creativity and entrepreneurship, self-directed learning, collaboration, and communication.","Doughan, Samer;Shahmuradyan, Anna",Journal,Journal of Chemical Education,2022-12-13,University of Toronto,Analytical Chemistry ;  Applications of Chemistry ;  Collaborative/Cooperative Learning ;  Communication/Writing ;  Inquiry-Based/Discovery Learning ;  Problem Solving/Decision Making ;  Second-Year Undergraduate
"Teaching design for values: Concepts, tools & practices","The process of identifying, interpreting, and implementing societal values in university education is an essential part of responsible innovation and designing for equitable, inclusive, and sustainable societies. While there is now a well-defined and growing body of research on the theory and application of designing for values (or 'value sensitive design'), at present the pedagogical dimension remains underexplored. Teaching Design for Values: A Companion is a resource for teachers of design-based disciplines who wish to foreground values more explicitly in their classes. With fourteen chapters written by both TU Delft educators and international contributors, the book aims to examine the concepts, methods and experiences of teaching design for values within a variety of fields, including urbanism, engineering, architecture, artificial intelligence and industrial design. Through its multi-disciplinarity, Teaching Design for Values proposes an expanded definition of 'design' to encompass a broad range of disciplines and processes that deal generally with 'future-imagining' and 'future-building', including process management. In doing so it explores the ways that values may be expressed and analysed in a variety of different pedagogical contexts.","Rocco, Roberto;Thomas, Amy;Novas-Ferradás, María",Book,"Teaching Design For Values: Concepts, Tools &amp; Practices",2022-12-08,"Faculteit Bouwkunde van de TU Delft;Department of Urbanism, TU Delft",Design for value ;  Design tools ;  Teaching design ;  Teaching spatial justice ;  Value-based pedagogy
The characteristics and evolution of business model for green buildings: a bibliometric approach,"Purpose: The wide uptake of green building is hindered by factors such as limited market demand and high up-front cost despite substantial policy incentives. Successful business models (BMs) help facilitate the diffusion of sustainable innovation and have attracted increasing attention. However, little attention has been paid to examining the adoption of green building from the perspective of BM. This paper aims to identify the characteristics of BM that companies adopted to deliver green building projects and examine the evolution path of BM for green buildings. Design/methodology/approach: A total of 744 interdisciplinary bibliographic records related to BM and green buildings from the Web of Science Core Collection database have been identified from the Web of Science Core Collection and analyzed through co-author analysis, co-word analysis and co-citation analysis. Findings: BM research mainly focuses on five subjects, namely, environmental science, engineering, business, economics, science and technology. Keywords “strategy”, “capability”, “perspective” and “design” receive the highest centrality index, which suggests that the strategy design and corporate capability are indispensable elements when designing or innovating a company's BM. “BM canvas” and “resource based view” received the burst citations in the recent decade. Twelve research clusters are identified, including performance evaluation, waste management, energy efficiency, BM, project business, professional capital, leadership and product innovation. These topics highlight three evolution direction for green building projects, i.e. life cycle-oriented value proposition, collaborative value delivery and innovative cost and revenue structure. Originality/value: The findings contribute to a systematic understanding of the underlying mechanisms of BM for green buildings and illuminate the development trend of business strategies for sustainability.","Zhao, Xiaojing;Pan, Wei",Journal,"Engineering, Construction and Architectural Management",2022-12-07,Beijing Institute of Technology;The University of Hong Kong,Business model ;  Co-citation ;  Evolution ;  Green building ;  Innovation
Assessment of organizational agility in response to disruptive innovation: a case of an engineering services firm,"Purpose: The purpose of this paper is to develop a framework to manage the strategy to counter disruptive innovation by identifying stronger attributes and key strategic areas for improvements in an engineering services context with less freedom to orchestrate product innovation. The authors also validate the combined use of multi-grade fuzzy, Importance-Performance Analysis (IPA) and gap analysis in developing the strategy to mitigate turbulence. Design/methodology/approach: The paper presents a framework using a combination of Dynamic Capabilities and Organizational Agility to develop the strategy. The study uses data gathered from a 60-member engineering project team working on an Aircraft Engine Controller design to identify 50 attributes and the related importance and performance ratings. The research study is designed using a three-tier approach. First, multi-grade fuzzy is utilized to measure the overall firm response agility index. In the second step, the IPA is used to analyze the strength and weaknesses of the firm and to identify the attributes where the firm needs to focus. In the past step, gap analysis is used to prioritize the identified attributes. The findings are validated by panel discussions with a different group of experts from the project team and action points were arrived at. Findings: This research work finds that the firms’ response agility index of 6.97 is comparable to that of the Original Equipment Manufacturers (OEMs) from previous literature, but still needs a better agility score to effectively counter turbulence from disruptive innovations. It also identifies seven key areas for improvement and their relative priority to effectively improve the response agility by utilizing the least number of resources, the reasons for the gap and the mitigation strategy to close the gap. The findings highlight a few key differences between an engineering services firm in comparison to OEMs and Software Services firms. Practical implications: The findings help the practitioners with a comparative agility score of an engineering services firm, and an effective way of measuring agility, identify key focus areas and prioritize the actions using a simple set of data that could be collected regularly to keep track of the improvements. The provided strategic framework to improve the agility score can be used for continuous improvement. Originality/value: This paper contributes to the existing literature by developing a framework for outsourcing services companies to cope with the turbulence by using dynamic capabilities and organizational agility. It also adds to the literature by extending the validity of IPA and gap analysis in making strategic decisions in an industrial set-up.","Vasanthan, Perinbanathan;Suresh, M.",Journal,International Journal of Organizational Analysis,2022-12-07,Amrita School of Business,Disruptive innovation ;  Engineering services ;  Importance-Performance Analysis ;  Multi-grade fuzzy ;  Organizational agility ;  Response agility
